id,Category,len,color,fit_shape,length,pattern,print_or_pattern_type,sleeve_length,sleeve_styling,surface_styling,attr_9,attr_10
49394,Women Tshirts,8,,regular,crop,printed,typography,,,,,
49395,Women Tshirts,8,white,,regular,printed,typography,short sleeves,regular sleeves,,,
49396,Women Tshirts,8,white,regular,crop,printed,typography,short sleeves,regular sleeves,,,
49397,Women Tshirts,8,white,regular,regular,printed,typography,short sleeves,regular sleeves,,,
49398,Women Tshirts,8,white,regular,regular,printed,typography,short sleeves,regular sleeves,,,
49399,Women Tshirts,8,,,,printed,typography,,,,,
49400,Women Tshirts,8,white,regular,regular,printed,typography,short sleeves,regular sleeves,,,
49401,Women Tshirts,8,white,regular,crop,printed,typography,short sleeves,regular sleeves,,,
49402,Women Tshirts,8,white,regular,regular,printed,typography,short sleeves,regular sleeves,,,
49403,Women Tshirts,8,white,regular,crop,,,,,,,
49404,Women Tshirts,8,white,,regular,printed,typography,short sleeves,regular sleeves,,,
49405,Women Tshirts,8,white,regular,crop,printed,typography,short sleeves,regular sleeves,,,
49406,Women Tshirts,8,white,regular,,printed,typography,short sleeves,,,,
49407,Women Tshirts,8,white,regular,regular,printed,typography,short sleeves,regular sleeves,,,
49408,Women Tshirts,8,white,regular,crop,printed,typography,short sleeves,regular sleeves,,,
49409,Women Tshirts,8,,,regular,,typography,short sleeves,regular sleeves,,,
49410,Women Tshirts,8,white,regular,crop,printed,typography,short sleeves,regular sleeves,,,
49411,Women Tshirts,8,white,regular,regular,printed,typography,short sleeves,regular sleeves,,,
49412,Women Tshirts,8,white,regular,regular,printed,typography,short sleeves,regular sleeves,,,
49413,Women Tshirts,8,white,,regular,printed,typography,short sleeves,regular sleeves,,,
49414,Women Tshirts,8,white,regular,regular,printed,typography,short sleeves,regular sleeves,,,
49415,Women Tshirts,8,white,,regular,,,,,,,
49416,Women Tshirts,8,white,regular,,,,,,,,
49417,Women Tshirts,8,white,,,printed,,,,,,
49418,Women Tshirts,8,white,regular,regular,printed,typography,short sleeves,regular sleeves,,,
49419,Women Tshirts,8,white,,regular,printed,typography,short sleeves,regular sleeves,,,
49420,Women Tshirts,8,white,,,,,,,,,
49421,Women Tshirts,8,white,regular,regular,printed,typography,short sleeves,regular sleeves,,,
49422,Women Tshirts,8,white,regular,regular,printed,typography,short sleeves,regular sleeves,,,
49423,Women Tshirts,8,white,regular,regular,printed,typography,short sleeves,regular sleeves,,,
49424,Women Tshirts,8,white,regular,regular,printed,typography,short sleeves,regular sleeves,,,
49425,Women Tshirts,8,white,regular,regular,printed,typography,short sleeves,regular sleeves,,,
49426,Women Tshirts,8,white,,regular,printed,typography,short sleeves,regular sleeves,,,
49427,Women Tshirts,8,white,,,,,,,,,
49428,Women Tshirts,8,,,,printed,typography,,,,,
49429,Women Tshirts,8,white,regular,crop,printed,typography,short sleeves,regular sleeves,,,
49430,Women Tshirts,8,white,,regular,printed,typography,short sleeves,regular sleeves,,,
49431,Women Tshirts,8,white,regular,regular,printed,typography,short sleeves,regular sleeves,,,
49432,Women Tshirts,8,white,,,,,,,,,
49433,Women Tshirts,8,white,,regular,printed,typography,short sleeves,regular sleeves,,,
49434,Women Tshirts,8,white,,regular,,,,,,,
49435,Women Tshirts,8,,,,printed,typography,,regular sleeves,,,
49436,Women Tshirts,8,white,regular,regular,printed,,,regular sleeves,,,
49437,Women Tshirts,8,white,,regular,printed,typography,short sleeves,regular sleeves,,,
49438,Women Tshirts,8,white,regular,regular,printed,typography,short sleeves,regular sleeves,,,
49439,Women Tshirts,8,white,regular,crop,printed,typography,short sleeves,regular sleeves,,,
49440,Women Tshirts,8,white,regular,crop,printed,typography,short sleeves,regular sleeves,,,
49441,Women Tshirts,8,white,regular,regular,printed,typography,short sleeves,regular sleeves,,,
49442,Women Tshirts,8,,,,,typography,,,,,
49443,Women Tshirts,8,white,regular,regular,printed,typography,short sleeves,regular sleeves,,,
49444,Women Tshirts,8,white,regular,regular,,typography,,,,,
49445,Women Tshirts,8,white,,regular,printed,typography,short sleeves,regular sleeves,,,
49446,Women Tshirts,8,white,,regular,printed,typography,short sleeves,regular sleeves,,,
49447,Women Tshirts,8,white,regular,regular,printed,typography,short sleeves,regular sleeves,,,
49448,Women Tshirts,8,white,,,printed,,short sleeves,,,,
49449,Women Tshirts,8,white,regular,crop,,typography,,regular sleeves,,,
49450,Women Tshirts,8,white,regular,regular,printed,typography,short sleeves,regular sleeves,,,
49451,Women Tshirts,8,,,,printed,typography,,,,,
49452,Women Tshirts,8,white,,regular,,,,,,,
49453,Women Tshirts,8,white,regular,regular,printed,typography,short sleeves,regular sleeves,,,
49454,Women Tshirts,8,,,,,typography,,,,,
49455,Women Tshirts,8,,regular,,,typography,,regular sleeves,,,
49456,Women Tshirts,8,white,regular,regular,printed,typography,short sleeves,regular sleeves,,,
49457,Women Tshirts,8,white,,regular,printed,typography,short sleeves,regular sleeves,,,
49458,Women Tshirts,8,white,regular,regular,printed,typography,short sleeves,regular sleeves,,,
49459,Women Tshirts,8,white,,regular,printed,typography,short sleeves,regular sleeves,,,
49460,Women Tshirts,8,white,regular,regular,printed,typography,short sleeves,regular sleeves,,,
49461,Women Tshirts,8,,,,,typography,,,,,
49462,Women Tshirts,8,white,regular,crop,printed,typography,short sleeves,regular sleeves,,,
49463,Women Tshirts,8,,regular,crop,,typography,short sleeves,,,,
49464,Women Tshirts,8,white,regular,regular,printed,typography,short sleeves,regular sleeves,,,
49465,Women Tshirts,8,white,,,printed,,,regular sleeves,,,
49466,Women Tshirts,8,white,regular,crop,printed,typography,short sleeves,regular sleeves,,,
49467,Women Tshirts,8,white,,regular,printed,typography,short sleeves,regular sleeves,,,
49468,Women Tshirts,8,white,,crop,printed,typography,short sleeves,regular sleeves,,,
49469,Women Tshirts,8,white,regular,regular,printed,typography,short sleeves,regular sleeves,,,
49470,Women Tshirts,8,white,regular,crop,printed,typography,short sleeves,regular sleeves,,,
49471,Women Tshirts,8,white,regular,regular,printed,typography,short sleeves,regular sleeves,,,
49472,Women Tshirts,8,white,regular,regular,printed,typography,short sleeves,regular sleeves,,,
49473,Women Tshirts,8,white,,,,,,,,,
49474,Women Tshirts,8,white,regular,crop,printed,typography,short sleeves,regular sleeves,,,
49475,Women Tshirts,8,white,regular,regular,printed,typography,short sleeves,regular sleeves,,,
49476,Women Tshirts,8,white,regular,regular,printed,typography,short sleeves,regular sleeves,,,
49477,Women Tshirts,8,,regular,regular,printed,typography,,regular sleeves,,,
49478,Women Tshirts,8,white,regular,regular,printed,typography,short sleeves,regular sleeves,,,
49479,Women Tshirts,8,white,regular,regular,printed,typography,short sleeves,regular sleeves,,,
49480,Women Tshirts,8,,regular,,,typography,short sleeves,regular sleeves,,,
49481,Women Tshirts,8,white,regular,regular,printed,typography,short sleeves,regular sleeves,,,
49482,Women Tshirts,8,white,regular,regular,printed,typography,short sleeves,regular sleeves,,,
49483,Women Tshirts,8,white,regular,regular,printed,typography,short sleeves,regular sleeves,,,
49484,Women Tshirts,8,white,regular,regular,printed,typography,short sleeves,regular sleeves,,,
49485,Women Tshirts,8,white,,regular,printed,typography,short sleeves,regular sleeves,,,
49486,Women Tshirts,8,white,,regular,printed,typography,short sleeves,regular sleeves,,,
49487,Women Tshirts,8,white,,regular,printed,typography,short sleeves,regular sleeves,,,
49488,Women Tshirts,8,white,,regular,printed,typography,short sleeves,regular sleeves,,,
49489,Women Tshirts,8,white,,regular,printed,typography,short sleeves,regular sleeves,,,
49490,Women Tshirts,8,white,,regular,printed,typography,short sleeves,regular sleeves,,,
49491,Women Tshirts,8,white,regular,regular,printed,typography,short sleeves,regular sleeves,,,
49492,Women Tshirts,8,white,,,,,,,,,
49493,Women Tshirts,8,white,,,printed,,,,,,
49494,Women Tshirts,8,white,regular,regular,printed,typography,short sleeves,regular sleeves,,,
49495,Women Tshirts,8,white,regular,crop,printed,typography,short sleeves,regular sleeves,,,
49496,Women Tshirts,8,white,regular,crop,printed,typography,short sleeves,regular sleeves,,,
49497,Women Tshirts,8,,,,printed,typography,,,,,
49498,Women Tshirts,8,white,regular,regular,printed,typography,short sleeves,regular sleeves,,,
49499,Women Tshirts,8,,regular,,printed,typography,,,,,
49500,Women Tshirts,8,white,regular,regular,printed,typography,short sleeves,regular sleeves,,,
49501,Women Tshirts,8,,,,printed,typography,,,,,
49502,Women Tshirts,8,white,regular,regular,printed,typography,short sleeves,regular sleeves,,,
49503,Women Tshirts,8,white,regular,regular,printed,typography,short sleeves,regular sleeves,,,
49504,Women Tshirts,8,white,,regular,printed,typography,short sleeves,regular sleeves,,,
49505,Women Tshirts,8,white,,regular,printed,typography,short sleeves,regular sleeves,,,
49506,Women Tshirts,8,white,regular,regular,printed,typography,short sleeves,regular sleeves,,,
49507,Women Tshirts,8,white,regular,regular,printed,typography,short sleeves,regular sleeves,,,
49508,Women Tshirts,8,,,regular,,typography,,,,,
49509,Women Tshirts,8,,,,,typography,,,,,
49510,Women Tshirts,8,white,,crop,,,,,,,
49511,Women Tshirts,8,white,,,,,,,,,
49512,Women Tshirts,8,,,crop,,typography,,,,,
49513,Women Tshirts,8,white,regular,regular,printed,typography,short sleeves,regular sleeves,,,
49514,Women Tshirts,8,,,regular,,typography,,,,,
49515,Women Tshirts,8,white,,regular,printed,typography,short sleeves,regular sleeves,,,
49516,Women Tshirts,8,white,,regular,printed,typography,short sleeves,regular sleeves,,,
49517,Women Tshirts,8,white,,regular,printed,typography,short sleeves,regular sleeves,,,
49518,Women Tshirts,8,white,,regular,printed,typography,short sleeves,regular sleeves,,,
49519,Women Tshirts,8,white,regular,crop,printed,typography,short sleeves,regular sleeves,,,
49520,Women Tshirts,8,white,regular,,,typography,short sleeves,regular sleeves,,,
49521,Women Tshirts,8,,,crop,,typography,,regular sleeves,,,
49522,Women Tshirts,8,white,regular,regular,printed,typography,short sleeves,regular sleeves,,,
49523,Women Tshirts,8,,,,printed,typography,,,,,
49524,Women Tshirts,8,white,regular,crop,printed,typography,short sleeves,regular sleeves,,,
49525,Women Tshirts,8,,regular,crop,printed,typography,short sleeves,,,,
49526,Women Tshirts,8,white,regular,crop,printed,typography,short sleeves,regular sleeves,,,
49527,Women Tshirts,8,white,regular,crop,printed,typography,short sleeves,regular sleeves,,,
49528,Women Tshirts,8,,,regular,,typography,,,,,
49529,Women Tshirts,8,white,,regular,,,short sleeves,,,,
49530,Women Tshirts,8,white,,regular,printed,typography,short sleeves,regular sleeves,,,
49531,Women Tshirts,8,white,regular,,,,short sleeves,,,,
49532,Women Tshirts,8,white,regular,regular,printed,typography,short sleeves,regular sleeves,,,
49533,Women Tshirts,8,white,regular,crop,printed,typography,short sleeves,regular sleeves,,,
49534,Women Tshirts,8,white,regular,regular,printed,typography,short sleeves,regular sleeves,,,
49535,Women Tshirts,8,,regular,,,typography,short sleeves,,,,
49536,Women Tshirts,8,white,regular,regular,printed,typography,short sleeves,regular sleeves,,,
49537,Women Tshirts,8,white,,,,,,,,,
49538,Women Tshirts,8,white,,crop,printed,typography,,regular sleeves,,,
49539,Women Tshirts,8,white,regular,crop,printed,typography,short sleeves,regular sleeves,,,
49540,Women Tshirts,8,white,regular,,,,,regular sleeves,,,
49541,Women Tshirts,8,white,,regular,printed,typography,short sleeves,regular sleeves,,,
49542,Women Tshirts,8,white,,regular,printed,typography,short sleeves,regular sleeves,,,
49543,Women Tshirts,8,white,,regular,,,,,,,
49544,Women Tshirts,8,white,regular,crop,,,short sleeves,,,,
49545,Women Tshirts,8,white,regular,regular,printed,typography,short sleeves,regular sleeves,,,
49546,Women Tshirts,8,,,,,typography,short sleeves,regular sleeves,,,
49547,Women Tshirts,8,white,,regular,printed,typography,short sleeves,regular sleeves,,,
49548,Women Tshirts,8,white,regular,,printed,,,regular sleeves,,,
49549,Women Tshirts,8,white,regular,crop,printed,typography,short sleeves,regular sleeves,,,
49550,Women Tshirts,8,white,,,,,,,,,
49551,Women Tshirts,8,,,,,typography,,regular sleeves,,,
49552,Women Tshirts,8,white,regular,regular,printed,,,regular sleeves,,,
49553,Women Tshirts,8,white,,regular,printed,typography,short sleeves,regular sleeves,,,
49554,Women Tshirts,8,white,regular,crop,printed,typography,short sleeves,regular sleeves,,,
49555,Women Tshirts,8,white,regular,regular,printed,typography,short sleeves,regular sleeves,,,
49556,Women Tshirts,8,white,,regular,printed,typography,short sleeves,regular sleeves,,,
49557,Women Tshirts,8,white,,,,,,,,,
49558,Women Tshirts,8,white,regular,regular,printed,typography,short sleeves,regular sleeves,,,
49559,Women Tshirts,8,,,,,typography,,,,,
49560,Women Tshirts,8,,regular,regular,,typography,short sleeves,,,,
49561,Women Tshirts,8,,,,,typography,,,,,
49562,Women Tshirts,8,white,,crop,,,,,,,
49563,Women Tshirts,8,,,,,typography,,,,,
49564,Women Tshirts,8,white,regular,regular,printed,typography,short sleeves,regular sleeves,,,
49565,Women Tshirts,8,white,,regular,printed,typography,short sleeves,regular sleeves,,,
49566,Women Tshirts,8,,regular,,,typography,,,,,
49567,Women Tshirts,8,white,,regular,printed,typography,short sleeves,regular sleeves,,,
49568,Women Tshirts,8,white,regular,regular,,,,,,,
49569,Women Tshirts,8,,regular,,,typography,,,,,
49570,Women Tshirts,8,white,regular,regular,printed,typography,short sleeves,regular sleeves,,,
49571,Women Tshirts,8,white,,regular,printed,typography,short sleeves,regular sleeves,,,
49572,Women Tshirts,8,white,,,,,,,,,
49573,Women Tshirts,8,white,regular,regular,printed,typography,short sleeves,regular sleeves,,,
49574,Women Tshirts,8,white,regular,regular,printed,typography,short sleeves,regular sleeves,,,
49575,Women Tshirts,8,white,regular,crop,printed,typography,short sleeves,regular sleeves,,,
49576,Women Tshirts,8,white,regular,regular,printed,typography,short sleeves,regular sleeves,,,
49577,Women Tshirts,8,,,,,typography,short sleeves,,,,
49578,Women Tshirts,8,white,,,,,short sleeves,regular sleeves,,,
49579,Women Tshirts,8,white,,,,,,,,,
49580,Women Tshirts,8,white,,regular,printed,typography,short sleeves,regular sleeves,,,
49581,Women Tshirts,8,white,regular,regular,printed,typography,short sleeves,regular sleeves,,,
49582,Women Tshirts,8,white,,,,,,,,,
49583,Women Tshirts,8,,,,,typography,short sleeves,,,,
49584,Women Tshirts,8,white,regular,regular,printed,typography,short sleeves,regular sleeves,,,
49585,Women Tshirts,8,white,regular,regular,printed,typography,short sleeves,regular sleeves,,,
49586,Women Tshirts,8,white,regular,regular,printed,typography,short sleeves,regular sleeves,,,
49587,Women Tshirts,8,white,,,,,,regular sleeves,,,
49588,Women Tshirts,8,,,crop,,typography,short sleeves,,,,
49589,Women Tshirts,8,,,,,typography,,regular sleeves,,,
49590,Women Tshirts,8,white,regular,regular,printed,typography,short sleeves,regular sleeves,,,
49591,Women Tshirts,8,white,regular,regular,printed,typography,short sleeves,regular sleeves,,,
49592,Women Tshirts,8,white,regular,regular,printed,typography,short sleeves,regular sleeves,,,
49593,Women Tshirts,8,,,regular,printed,typography,,regular sleeves,,,
49594,Women Tshirts,8,white,regular,,printed,,,regular sleeves,,,
49595,Women Tshirts,8,,,,,typography,short sleeves,,,,
49596,Women Tshirts,8,white,,,,,,regular sleeves,,,
49597,Women Tshirts,8,,regular,,,typography,,regular sleeves,,,
49598,Women Tshirts,8,white,regular,,,,,,,,
49599,Women Tshirts,8,white,regular,crop,printed,typography,short sleeves,regular sleeves,,,
49600,Women Tshirts,8,white,regular,crop,printed,typography,short sleeves,regular sleeves,,,
49601,Women Tshirts,8,white,regular,crop,printed,typography,short sleeves,regular sleeves,,,
49602,Women Tshirts,8,white,,regular,,,short sleeves,regular sleeves,,,
49603,Women Tshirts,8,white,,crop,,,,,,,
49604,Women Tshirts,8,white,regular,crop,printed,typography,short sleeves,regular sleeves,,,
49605,Women Tshirts,8,white,regular,crop,printed,,,regular sleeves,,,
49606,Women Tshirts,8,,regular,,,typography,,,,,
49607,Women Tshirts,8,white,,regular,printed,typography,short sleeves,regular sleeves,,,
49608,Women Tshirts,8,white,regular,,printed,,,,,,
49609,Women Tshirts,8,white,regular,regular,printed,typography,short sleeves,regular sleeves,,,
49610,Women Tshirts,8,white,regular,crop,printed,typography,short sleeves,regular sleeves,,,
49611,Women Tshirts,8,white,regular,crop,printed,typography,short sleeves,regular sleeves,,,
49612,Women Tshirts,8,white,regular,regular,printed,typography,short sleeves,regular sleeves,,,
49613,Women Tshirts,8,white,regular,regular,printed,typography,short sleeves,regular sleeves,,,
49614,Women Tshirts,8,white,regular,crop,printed,typography,short sleeves,regular sleeves,,,
49615,Women Tshirts,8,white,regular,regular,printed,typography,short sleeves,regular sleeves,,,
49616,Women Tshirts,8,white,regular,regular,printed,typography,short sleeves,regular sleeves,,,
49617,Women Tshirts,8,white,regular,regular,printed,typography,short sleeves,regular sleeves,,,
49618,Women Tshirts,8,white,,crop,printed,typography,short sleeves,regular sleeves,,,
49619,Women Tshirts,8,white,regular,crop,printed,typography,short sleeves,regular sleeves,,,
49620,Women Tshirts,8,white,regular,crop,printed,typography,short sleeves,regular sleeves,,,
49621,Women Tshirts,8,white,regular,crop,,typography,short sleeves,regular sleeves,,,
49622,Women Tshirts,8,,,regular,printed,typography,,regular sleeves,,,
49623,Women Tshirts,8,white,,,,,,,,,
49624,Women Tshirts,8,white,regular,crop,printed,typography,short sleeves,regular sleeves,,,
49625,Women Tshirts,8,white,regular,regular,printed,typography,short sleeves,regular sleeves,,,
49626,Women Tshirts,8,white,regular,,printed,,,,,,
49627,Women Tshirts,8,white,,regular,printed,typography,short sleeves,regular sleeves,,,
49628,Women Tshirts,8,white,,regular,printed,typography,short sleeves,regular sleeves,,,
49629,Women Tshirts,8,white,,regular,printed,typography,short sleeves,regular sleeves,,,
49630,Women Tshirts,8,white,regular,regular,printed,typography,short sleeves,regular sleeves,,,
49631,Women Tshirts,8,white,,crop,printed,,,regular sleeves,,,
49632,Women Tshirts,8,white,regular,regular,printed,typography,short sleeves,regular sleeves,,,
49633,Women Tshirts,8,white,,,,,,,,,
49634,Women Tshirts,8,,regular,,printed,typography,short sleeves,regular sleeves,,,
49635,Women Tshirts,8,white,regular,regular,printed,typography,short sleeves,regular sleeves,,,
49636,Women Tshirts,8,white,regular,regular,printed,typography,short sleeves,regular sleeves,,,
49637,Women Tshirts,8,white,,,printed,,short sleeves,,,,
49638,Women Tshirts,8,white,regular,regular,printed,typography,short sleeves,regular sleeves,,,
49639,Women Tshirts,8,white,,,,,,,,,
49640,Women Tshirts,8,white,,,,,,,,,
49641,Women Tshirts,8,white,,,,,,,,,
49642,Women Tshirts,8,white,,,,,,regular sleeves,,,
49643,Women Tshirts,8,,,,printed,typography,short sleeves,regular sleeves,,,
49644,Women Tshirts,8,white,regular,regular,printed,typography,short sleeves,regular sleeves,,,
49645,Women Tshirts,8,white,regular,regular,printed,typography,short sleeves,regular sleeves,,,
49646,Women Tshirts,8,white,regular,regular,printed,typography,short sleeves,regular sleeves,,,
49647,Women Tshirts,8,white,regular,crop,printed,,,,,,
49648,Women Tshirts,8,white,regular,regular,printed,typography,short sleeves,regular sleeves,,,
49649,Women Tshirts,8,white,regular,,,,short sleeves,,,,
49650,Women Tshirts,8,white,regular,regular,printed,typography,short sleeves,regular sleeves,,,
49651,Women Tshirts,8,white,regular,regular,printed,typography,short sleeves,regular sleeves,,,
49652,Women Tshirts,8,white,,,,,,,,,
49653,Women Tshirts,8,white,regular,crop,printed,typography,short sleeves,regular sleeves,,,
49654,Women Tshirts,8,white,,,,,,,,,
49655,Women Tshirts,8,white,regular,crop,printed,typography,short sleeves,regular sleeves,,,
49656,Women Tshirts,8,white,regular,regular,printed,typography,short sleeves,regular sleeves,,,
49657,Women Tshirts,8,white,,,printed,,,,,,
49658,Women Tshirts,8,white,regular,crop,printed,typography,short sleeves,regular sleeves,,,
49659,Women Tshirts,8,white,regular,crop,printed,typography,short sleeves,regular sleeves,,,
49660,Women Tshirts,8,white,regular,regular,printed,typography,short sleeves,regular sleeves,,,
49661,Women Tshirts,8,white,,,,,short sleeves,regular sleeves,,,
49662,Women Tshirts,8,white,,,,,,,,,
49663,Women Tshirts,8,white,,,,,,,,,
49664,Women Tshirts,8,white,regular,crop,printed,typography,short sleeves,regular sleeves,,,
49665,Women Tshirts,8,white,regular,crop,printed,typography,short sleeves,regular sleeves,,,
49666,Women Tshirts,8,white,regular,crop,,,short sleeves,,,,
49667,Women Tshirts,8,white,regular,regular,printed,typography,short sleeves,regular sleeves,,,
49668,Women Tshirts,8,white,,,,,,,,,
49669,Women Tshirts,8,white,regular,regular,printed,typography,short sleeves,regular sleeves,,,
49670,Women Tshirts,8,white,regular,crop,printed,,,,,,
49671,Women Tshirts,8,,regular,,,typography,,,,,
49672,Women Tshirts,8,,,,,typography,,regular sleeves,,,
49673,Women Tshirts,8,white,regular,regular,printed,typography,short sleeves,regular sleeves,,,
49674,Women Tshirts,8,white,,regular,,,,,,,
49675,Women Tshirts,8,white,,,,,short sleeves,,,,
49676,Women Tshirts,8,white,regular,regular,printed,typography,short sleeves,regular sleeves,,,
49677,Women Tshirts,8,white,regular,regular,printed,typography,short sleeves,regular sleeves,,,
49678,Women Tshirts,8,white,regular,crop,printed,typography,short sleeves,regular sleeves,,,
49679,Women Tshirts,8,,regular,,,typography,,,,,
49680,Women Tshirts,8,,regular,,,typography,,regular sleeves,,,
49681,Women Tshirts,8,white,regular,crop,printed,typography,short sleeves,regular sleeves,,,
49682,Women Tshirts,8,white,,crop,,,,,,,
49683,Women Tshirts,8,white,,regular,printed,typography,short sleeves,regular sleeves,,,
49684,Women Tshirts,8,white,regular,crop,printed,typography,short sleeves,regular sleeves,,,
49685,Women Tshirts,8,white,,regular,printed,typography,short sleeves,regular sleeves,,,
49686,Women Tshirts,8,white,,regular,printed,typography,short sleeves,regular sleeves,,,
49687,Women Tshirts,8,white,regular,regular,printed,typography,short sleeves,regular sleeves,,,
49688,Women Tshirts,8,,,,,typography,,,,,
49689,Women Tshirts,8,white,regular,regular,printed,typography,short sleeves,regular sleeves,,,
49690,Women Tshirts,8,,,crop,,typography,,,,,
49691,Women Tshirts,8,white,regular,crop,printed,typography,short sleeves,regular sleeves,,,
49692,Women Tshirts,8,white,,regular,,,,,,,
49693,Women Tshirts,8,,,,,typography,,,,,
49694,Women Tshirts,8,white,,,,,,,,,
49695,Women Tshirts,8,white,regular,crop,printed,typography,short sleeves,regular sleeves,,,
49696,Women Tshirts,8,white,regular,crop,printed,typography,short sleeves,regular sleeves,,,
49697,Women Tshirts,8,white,regular,regular,printed,typography,short sleeves,regular sleeves,,,
49698,Women Tshirts,8,,,,printed,typography,,regular sleeves,,,
49699,Women Tshirts,8,white,,,printed,,,,,,
49700,Women Tshirts,8,white,,regular,printed,typography,short sleeves,regular sleeves,,,
49701,Women Tshirts,8,white,regular,regular,printed,typography,short sleeves,regular sleeves,,,
49702,Women Tshirts,8,white,,,,,short sleeves,,,,
49703,Women Tshirts,8,white,regular,regular,printed,typography,short sleeves,regular sleeves,,,
49704,Women Tshirts,8,white,,regular,printed,,,regular sleeves,,,
49705,Women Tshirts,8,,,,,typography,,,,,
49706,Women Tshirts,8,,,,printed,typography,,regular sleeves,,,
49707,Women Tshirts,8,white,,,printed,,,,,,
49708,Women Tshirts,8,white,regular,regular,printed,typography,short sleeves,regular sleeves,,,
49709,Women Tshirts,8,white,,regular,printed,typography,short sleeves,regular sleeves,,,
49710,Women Tshirts,8,white,regular,regular,printed,typography,short sleeves,regular sleeves,,,
49711,Women Tshirts,8,white,,regular,printed,typography,short sleeves,regular sleeves,,,
49712,Women Tshirts,8,white,regular,regular,printed,typography,short sleeves,regular sleeves,,,
49713,Women Tshirts,8,white,regular,regular,printed,typography,short sleeves,regular sleeves,,,
49714,Women Tshirts,8,white,regular,crop,printed,typography,short sleeves,regular sleeves,,,
49715,Women Tshirts,8,,,regular,printed,typography,,regular sleeves,,,
49716,Women Tshirts,8,white,regular,crop,printed,typography,short sleeves,regular sleeves,,,
49717,Women Tshirts,8,,,,,typography,,,,,
49718,Women Tshirts,8,,,crop,,typography,,,,,
49719,Women Tshirts,8,white,regular,regular,printed,typography,short sleeves,regular sleeves,,,
49720,Women Tshirts,8,white,,,,,,,,,
49721,Women Tshirts,8,white,regular,regular,printed,typography,short sleeves,regular sleeves,,,
49722,Women Tshirts,8,white,,regular,printed,typography,short sleeves,regular sleeves,,,
49723,Women Tshirts,8,white,,crop,,,short sleeves,,,,
49724,Women Tshirts,8,white,,,,,,,,,
49725,Women Tshirts,8,,,,,typography,,,,,
49726,Women Tshirts,8,,,regular,printed,typography,short sleeves,,,,
49727,Women Tshirts,8,white,,crop,,,,,,,
49728,Women Tshirts,8,white,,regular,printed,typography,short sleeves,regular sleeves,,,
49729,Women Tshirts,8,white,regular,regular,printed,typography,short sleeves,regular sleeves,,,
49730,Women Tshirts,8,white,regular,crop,printed,typography,short sleeves,regular sleeves,,,
49731,Women Tshirts,8,,,,printed,typography,short sleeves,,,,
49732,Women Tshirts,8,white,,,,,,,,,
49733,Women Tshirts,8,,regular,crop,,typography,,,,,
49734,Women Tshirts,8,white,regular,,,,,,,,
49735,Women Tshirts,8,,regular,,printed,typography,,regular sleeves,,,
49736,Women Tshirts,8,white,,,,,,,,,
49737,Women Tshirts,8,white,regular,regular,printed,typography,short sleeves,regular sleeves,,,
49738,Women Tshirts,8,white,regular,regular,printed,typography,short sleeves,regular sleeves,,,
49739,Women Tshirts,8,white,regular,crop,printed,typography,short sleeves,,,,
49740,Women Tshirts,8,white,regular,crop,printed,typography,,regular sleeves,,,
49741,Women Tshirts,8,white,regular,regular,printed,typography,short sleeves,regular sleeves,,,
49742,Women Tshirts,8,white,regular,,printed,typography,short sleeves,regular sleeves,,,
49743,Women Tshirts,8,,,crop,printed,typography,,,,,
49744,Women Tshirts,8,white,regular,regular,printed,typography,short sleeves,regular sleeves,,,
49745,Women Tshirts,8,,regular,,printed,typography,short sleeves,regular sleeves,,,
49746,Women Tshirts,8,,regular,,,typography,,,,,
49747,Women Tshirts,8,white,regular,regular,printed,typography,short sleeves,regular sleeves,,,
49748,Women Tshirts,8,white,,regular,printed,typography,short sleeves,regular sleeves,,,
49749,Women Tshirts,8,white,,,,,short sleeves,,,,
49750,Women Tshirts,8,,,regular,,typography,,,,,
49751,Women Tshirts,8,white,regular,regular,printed,typography,short sleeves,regular sleeves,,,
49752,Women Tshirts,8,white,regular,regular,printed,typography,short sleeves,regular sleeves,,,
49753,Women Tshirts,8,white,,regular,printed,typography,short sleeves,regular sleeves,,,
49754,Women Tshirts,8,,,,,typography,,,,,
49755,Women Tshirts,8,white,,,,,,,,,
49756,Women Tshirts,8,white,regular,crop,printed,,short sleeves,regular sleeves,,,
49757,Women Tshirts,8,white,,,,,,,,,
49758,Women Tshirts,8,white,regular,crop,printed,typography,short sleeves,regular sleeves,,,
49759,Women Tshirts,8,white,regular,regular,printed,typography,short sleeves,regular sleeves,,,
49760,Women Tshirts,8,white,regular,regular,printed,typography,short sleeves,regular sleeves,,,
49761,Women Tshirts,8,white,regular,crop,printed,typography,short sleeves,regular sleeves,,,
49762,Women Tshirts,8,white,regular,crop,printed,typography,short sleeves,regular sleeves,,,
49763,Women Tshirts,8,white,regular,regular,printed,typography,short sleeves,regular sleeves,,,
49764,Women Tshirts,8,,,crop,printed,typography,,,,,
49765,Women Tshirts,8,white,,crop,,,,,,,
49766,Women Tshirts,8,white,,,,,,regular sleeves,,,
49767,Women Tshirts,8,white,,regular,printed,typography,short sleeves,regular sleeves,,,
49768,Women Tshirts,8,white,regular,regular,printed,typography,short sleeves,regular sleeves,,,
49769,Women Tshirts,8,white,regular,crop,printed,typography,short sleeves,regular sleeves,,,
49770,Women Tshirts,8,white,,regular,printed,typography,short sleeves,regular sleeves,,,
