id,Category,len,color,fit_shape,length,occasion,ornamentation,pattern,print_or_pattern_type,sleeve_length,sleeve_styling,attr_10
30166,Kurtis,9,black,,,daily,net,,,three-quarter sleeves,regular,
30167,Kurtis,9,maroon,,,daily,,,default,three-quarter sleeves,regular,
30168,Kurtis,9,maroon,,,daily,,,solid,short sleeves,regular,
30169,Kurtis,9,maroon,a-line,,daily,,solid,,short sleeves,regular,
30170,Kurtis,9,pink,a-line,,party,,,,three-quarter sleeves,regular,
30171,Kurtis,9,multicolor,,,daily,,default,,three-quarter sleeves,regular,
30172,Kurtis,9,multicolor,,,party,default,,,three-quarter sleeves,regular,
30173,Kurtis,9,red,a-line,knee length,daily,,,solid,three-quarter sleeves,regular,
30174,Kurtis,9,navy blue,,,daily,,solid,,three-quarter sleeves,regular,
30175,Kurtis,9,black,,,daily,net,solid,solid,three-quarter sleeves,regular,
30176,Kurtis,9,multicolor,,calf length,daily,,,,three-quarter sleeves,regular,
30177,Kurtis,9,red,a-line,,daily,net,,,three-quarter sleeves,regular,
30178,Kurtis,9,blue,,,daily,,,,three-quarter sleeves,regular,
30179,Kurtis,9,blue,,,daily,,,solid,three-quarter sleeves,regular,
30180,Kurtis,9,maroon,,knee length,daily,,default,,three-quarter sleeves,regular,
30181,Kurtis,9,blue,,knee length,daily,net,,,three-quarter sleeves,regular,
30182,Kurtis,9,navy blue,,calf length,daily,default,,,short sleeves,regular,
30183,Kurtis,9,multicolor,a-line,,daily,net,,,three-quarter sleeves,regular,
30184,Kurtis,9,red,,,daily,net,solid,,three-quarter sleeves,regular,
30185,Kurtis,9,black,,calf length,daily,,,,three-quarter sleeves,regular,
30186,Kurtis,9,red,,,daily,,default,,short sleeves,regular,
30187,Kurtis,9,maroon,straight,,daily,,,,three-quarter sleeves,regular,
30188,Kurtis,9,blue,,knee length,daily,,,,three-quarter sleeves,regular,
30189,Kurtis,9,maroon,,,daily,net,,,three-quarter sleeves,regular,
30190,Kurtis,9,black,,,daily,,solid,solid,three-quarter sleeves,regular,
30191,Kurtis,9,blue,a-line,,daily,,,solid,three-quarter sleeves,regular,
30192,Kurtis,9,black,a-line,,daily,net,solid,,three-quarter sleeves,regular,
30193,Kurtis,9,blue,a-line,,daily,,solid,solid,three-quarter sleeves,regular,
30194,Kurtis,9,red,,,daily,,solid,,short sleeves,regular,
30195,Kurtis,9,red,,,daily,net,,solid,three-quarter sleeves,regular,
30196,Kurtis,9,red,,,daily,net,,,short sleeves,regular,
30197,Kurtis,9,maroon,straight,,daily,,solid,solid,three-quarter sleeves,regular,
30198,Kurtis,9,red,,,daily,,,solid,short sleeves,regular,
30199,Kurtis,9,black,,,daily,,solid,,short sleeves,regular,
30200,Kurtis,9,multicolor,,calf length,daily,,,,three-quarter sleeves,regular,
30201,Kurtis,9,multicolor,a-line,,daily,,,,three-quarter sleeves,regular,
30202,Kurtis,9,black,,,daily,net,solid,,three-quarter sleeves,regular,
30203,Kurtis,9,black,straight,,daily,,solid,,three-quarter sleeves,regular,
30204,Kurtis,9,navy blue,a-line,knee length,daily,,,solid,short sleeves,regular,
30205,Kurtis,9,yellow,,,daily,,solid,solid,three-quarter sleeves,regular,
30206,Kurtis,9,purple,,,daily,,,solid,three-quarter sleeves,regular,
30207,Kurtis,9,red,,knee length,daily,,,,three-quarter sleeves,regular,
30208,Kurtis,9,red,a-line,knee length,daily,,solid,,three-quarter sleeves,regular,
30209,Kurtis,9,maroon,straight,,daily,,,,three-quarter sleeves,regular,
30210,Kurtis,9,red,,,daily,default,solid,,three-quarter sleeves,regular,
30211,Kurtis,9,maroon,,calf length,daily,,,default,three-quarter sleeves,regular,
30212,Kurtis,9,maroon,,knee length,daily,,,,three-quarter sleeves,regular,
30213,Kurtis,9,white,,,daily,,default,,three-quarter sleeves,regular,
30214,Kurtis,9,red,,,daily,,solid,,three-quarter sleeves,regular,
30215,Kurtis,9,red,,,daily,net,,,three-quarter sleeves,regular,
30216,Kurtis,9,yellow,,knee length,daily,,solid,,three-quarter sleeves,regular,
30217,Kurtis,9,blue,a-line,knee length,daily,,,,three-quarter sleeves,regular,
30218,Kurtis,9,black,,,daily,,,,three-quarter sleeves,regular,
30219,Kurtis,9,black,,calf length,daily,,solid,solid,three-quarter sleeves,regular,
30220,Kurtis,9,blue,,,daily,,solid,solid,three-quarter sleeves,regular,
30221,Kurtis,9,black,,calf length,daily,,solid,,three-quarter sleeves,regular,
30222,Kurtis,9,black,straight,,daily,net,,,three-quarter sleeves,regular,
30223,Kurtis,9,multicolor,,,daily,default,,,three-quarter sleeves,regular,
30224,Kurtis,9,maroon,a-line,,daily,net,,solid,three-quarter sleeves,regular,
30225,Kurtis,9,pink,,calf length,daily,,default,default,three-quarter sleeves,regular,
30226,Kurtis,9,purple,,,daily,net,solid,,three-quarter sleeves,regular,
30227,Kurtis,9,black,straight,knee length,daily,,,,three-quarter sleeves,regular,
30228,Kurtis,9,maroon,straight,,daily,,solid,,three-quarter sleeves,regular,
30229,Kurtis,9,red,,,daily,,,solid,short sleeves,regular,
30230,Kurtis,9,red,,,daily,net,,,three-quarter sleeves,regular,
30231,Kurtis,9,green,a-line,knee length,daily,,solid,,three-quarter sleeves,regular,
30232,Kurtis,9,black,,knee length,daily,,,solid,three-quarter sleeves,regular,
30233,Kurtis,9,black,,knee length,daily,,,solid,sleeveless,sleeveless,
30234,Kurtis,9,red,,,daily,,,,three-quarter sleeves,regular,
30235,Kurtis,9,green,,,daily,default,,,three-quarter sleeves,regular,
30236,Kurtis,9,maroon,,,daily,,,solid,three-quarter sleeves,regular,
30237,Kurtis,9,maroon,,,daily,,solid,solid,three-quarter sleeves,regular,
30238,Kurtis,9,blue,,,daily,,default,,three-quarter sleeves,regular,
30239,Kurtis,9,red,,,daily,,,,three-quarter sleeves,regular,
30240,Kurtis,9,navy blue,,calf length,daily,,,default,three-quarter sleeves,regular,
30241,Kurtis,9,red,,knee length,daily,,,solid,three-quarter sleeves,regular,
30242,Kurtis,9,black,,,daily,,default,default,three-quarter sleeves,regular,
30243,Kurtis,9,black,,calf length,daily,net,solid,,three-quarter sleeves,regular,
30244,Kurtis,9,purple,a-line,,daily,,,,three-quarter sleeves,regular,
30245,Kurtis,9,navy blue,a-line,knee length,daily,,,solid,three-quarter sleeves,regular,
30246,Kurtis,9,red,a-line,,daily,net,,,three-quarter sleeves,regular,
30247,Kurtis,9,navy blue,,,daily,,solid,,three-quarter sleeves,regular,
30248,Kurtis,9,maroon,straight,calf length,daily,,default,,three-quarter sleeves,regular,
30249,Kurtis,9,purple,a-line,,daily,,,solid,three-quarter sleeves,regular,
30250,Kurtis,9,purple,,,daily,net,,,three-quarter sleeves,regular,
30251,Kurtis,9,purple,,,daily,,solid,,three-quarter sleeves,regular,
30252,Kurtis,9,maroon,,knee length,daily,,solid,solid,short sleeves,regular,
30253,Kurtis,9,black,,,daily,,,,three-quarter sleeves,regular,
30254,Kurtis,9,red,straight,,daily,,default,,three-quarter sleeves,regular,
30255,Kurtis,9,black,,,daily,,,,three-quarter sleeves,regular,
30256,Kurtis,9,blue,,,party,net,default,,three-quarter sleeves,regular,
30257,Kurtis,9,multicolor,a-line,calf length,daily,,,,three-quarter sleeves,regular,
30258,Kurtis,9,black,,calf length,daily,,,default,three-quarter sleeves,regular,
30259,Kurtis,9,blue,,calf length,daily,net,,solid,three-quarter sleeves,regular,
30260,Kurtis,9,grey,,calf length,daily,,solid,,three-quarter sleeves,regular,
30261,Kurtis,9,red,a-line,knee length,daily,net,,,three-quarter sleeves,regular,
30262,Kurtis,9,black,,,daily,net,,solid,three-quarter sleeves,regular,
30263,Kurtis,9,navy blue,,,daily,,solid,,three-quarter sleeves,regular,
30264,Kurtis,9,grey,,,daily,net,,,three-quarter sleeves,regular,
30265,Kurtis,9,navy blue,,,daily,,solid,,three-quarter sleeves,regular,
30266,Kurtis,9,maroon,a-line,,,,,,three-quarter sleeves,regular,
30267,Kurtis,9,red,,,party,default,,,three-quarter sleeves,regular,
30268,Kurtis,9,purple,,,daily,net,solid,,three-quarter sleeves,regular,
30269,Kurtis,9,red,,knee length,daily,,,,three-quarter sleeves,regular,
30270,Kurtis,9,maroon,,,daily,,,,three-quarter sleeves,regular,
30271,Kurtis,9,green,,,daily,net,,,three-quarter sleeves,regular,
30272,Kurtis,9,yellow,,,daily,,,solid,three-quarter sleeves,regular,
30273,Kurtis,9,red,a-line,,daily,,solid,,three-quarter sleeves,regular,
30274,Kurtis,9,black,,,daily,,,default,three-quarter sleeves,regular,
30275,Kurtis,9,multicolor,,calf length,daily,,default,default,three-quarter sleeves,regular,
30276,Kurtis,9,black,,knee length,daily,,,,three-quarter sleeves,regular,
30277,Kurtis,9,red,,knee length,daily,,solid,,three-quarter sleeves,regular,
30278,Kurtis,9,black,,,daily,net,,,three-quarter sleeves,regular,
30279,Kurtis,9,maroon,,,daily,net,,,three-quarter sleeves,regular,
30280,Kurtis,9,blue,a-line,knee length,daily,,,,three-quarter sleeves,regular,
30281,Kurtis,9,blue,,,daily,,default,,short sleeves,regular,
30282,Kurtis,9,red,a-line,knee length,daily,net,,,three-quarter sleeves,regular,
30283,Kurtis,9,blue,a-line,calf length,daily,,solid,,three-quarter sleeves,regular,
30284,Kurtis,9,maroon,a-line,,daily,,solid,,three-quarter sleeves,regular,
30285,Kurtis,9,navy blue,,,daily,,,,short sleeves,regular,
30286,Kurtis,9,black,,,daily,,default,default,short sleeves,regular,
30287,Kurtis,9,grey,,calf length,daily,,,solid,three-quarter sleeves,regular,
30288,Kurtis,9,red,,,daily,net,solid,solid,three-quarter sleeves,regular,
30289,Kurtis,9,red,straight,knee length,daily,net,,,three-quarter sleeves,regular,
30290,Kurtis,9,yellow,a-line,calf length,daily,net,,,three-quarter sleeves,regular,
30291,Kurtis,9,green,a-line,,daily,,solid,solid,three-quarter sleeves,regular,
30292,Kurtis,9,multicolor,,knee length,daily,default,default,,three-quarter sleeves,regular,
30293,Kurtis,9,blue,,calf length,,,,,three-quarter sleeves,regular,
30294,Kurtis,9,red,,knee length,daily,net,,,three-quarter sleeves,regular,
30295,Kurtis,9,black,,,daily,,,default,short sleeves,regular,
30296,Kurtis,9,grey,,calf length,daily,net,,,three-quarter sleeves,regular,
30297,Kurtis,9,red,,,daily,net,,solid,three-quarter sleeves,regular,
30298,Kurtis,9,green,a-line,,daily,,,,three-quarter sleeves,regular,
30299,Kurtis,9,maroon,,,daily,,solid,,three-quarter sleeves,regular,
30300,Kurtis,9,green,,calf length,daily,,,solid,three-quarter sleeves,regular,
30301,Kurtis,9,multicolor,a-line,,daily,net,,solid,three-quarter sleeves,regular,
30302,Kurtis,9,yellow,,,daily,net,,solid,three-quarter sleeves,regular,
30303,Kurtis,9,red,,calf length,daily,net,,,short sleeves,regular,
30304,Kurtis,9,maroon,straight,,daily,net,default,,three-quarter sleeves,regular,
30305,Kurtis,9,black,straight,,daily,,,default,three-quarter sleeves,regular,
30306,Kurtis,9,black,,knee length,daily,,,,three-quarter sleeves,regular,
30307,Kurtis,9,black,,,daily,net,,solid,three-quarter sleeves,regular,
30308,Kurtis,9,yellow,,calf length,daily,,,,three-quarter sleeves,regular,
30309,Kurtis,9,maroon,,,daily,,,,three-quarter sleeves,regular,
30310,Kurtis,9,black,,,daily,,default,solid,three-quarter sleeves,regular,
30311,Kurtis,9,maroon,,,daily,net,,,three-quarter sleeves,regular,
30312,Kurtis,9,red,,,party,,solid,,three-quarter sleeves,regular,
30313,Kurtis,9,green,,,daily,,solid,,three-quarter sleeves,regular,
30314,Kurtis,9,navy blue,straight,,daily,,default,,three-quarter sleeves,regular,
30315,Kurtis,9,black,,calf length,daily,,,,three-quarter sleeves,regular,
30316,Kurtis,9,maroon,straight,,daily,net,,,three-quarter sleeves,regular,
30317,Kurtis,9,maroon,,,,,,,,regular,
30318,Kurtis,9,black,,,daily,,solid,,three-quarter sleeves,regular,
30319,Kurtis,9,navy blue,,calf length,daily,net,,default,three-quarter sleeves,regular,
30320,Kurtis,9,black,straight,,daily,net,,,three-quarter sleeves,regular,
30321,Kurtis,9,black,,,,,,solid,three-quarter sleeves,regular,
30322,Kurtis,9,multicolor,,calf length,daily,net,,,three-quarter sleeves,regular,
30323,Kurtis,9,black,straight,calf length,daily,,,,three-quarter sleeves,regular,
30324,Kurtis,9,red,a-line,calf length,daily,net,,,three-quarter sleeves,regular,
30325,Kurtis,9,yellow,straight,calf length,daily,,solid,,three-quarter sleeves,regular,
30326,Kurtis,9,navy blue,,,daily,,default,default,three-quarter sleeves,regular,
30327,Kurtis,9,red,,,daily,net,,default,three-quarter sleeves,regular,
30328,Kurtis,9,red,straight,,daily,,,default,three-quarter sleeves,regular,
30329,Kurtis,9,navy blue,,calf length,daily,,,,three-quarter sleeves,regular,
30330,Kurtis,9,yellow,,,daily,net,,solid,three-quarter sleeves,regular,
30331,Kurtis,9,maroon,straight,,daily,net,,,three-quarter sleeves,regular,
30332,Kurtis,9,grey,,knee length,daily,,,,three-quarter sleeves,regular,
30333,Kurtis,9,black,a-line,,daily,,solid,,three-quarter sleeves,regular,
30334,Kurtis,9,maroon,,calf length,daily,,,,three-quarter sleeves,regular,
30335,Kurtis,9,black,,,daily,net,default,,three-quarter sleeves,regular,
30336,Kurtis,9,red,,,daily,,solid,,three-quarter sleeves,regular,
30337,Kurtis,9,red,,,daily,,,solid,three-quarter sleeves,regular,
30338,Kurtis,9,purple,,,daily,,,solid,three-quarter sleeves,regular,
30339,Kurtis,9,,,,daily,net,,,three-quarter sleeves,regular,
30340,Kurtis,9,black,straight,,daily,,,default,three-quarter sleeves,regular,
30341,Kurtis,9,purple,,,daily,,solid,,three-quarter sleeves,regular,
30342,Kurtis,9,,,,daily,,solid,solid,three-quarter sleeves,regular,
30343,Kurtis,9,green,a-line,,daily,,,,three-quarter sleeves,regular,
30344,Kurtis,9,black,,calf length,daily,,,,three-quarter sleeves,regular,
30345,Kurtis,9,maroon,a-line,,daily,net,,,three-quarter sleeves,regular,
30346,Kurtis,9,red,,knee length,daily,,,,short sleeves,regular,
30347,Kurtis,9,maroon,,,daily,,solid,solid,three-quarter sleeves,regular,
30348,Kurtis,9,black,a-line,,daily,,,,three-quarter sleeves,regular,
30349,Kurtis,9,navy blue,,,daily,,solid,solid,short sleeves,regular,
30350,Kurtis,9,yellow,,calf length,daily,,,,three-quarter sleeves,regular,
30351,Kurtis,9,black,a-line,,daily,,solid,,three-quarter sleeves,regular,
30352,Kurtis,9,maroon,,,daily,,,,three-quarter sleeves,regular,
30353,Kurtis,9,red,,knee length,daily,,,,sleeveless,sleeveless,
30354,Kurtis,9,blue,,,daily,,,,short sleeves,regular,
30355,Kurtis,9,maroon,,,daily,,default,default,three-quarter sleeves,regular,
30356,Kurtis,9,blue,,,daily,,solid,solid,short sleeves,regular,
30357,Kurtis,9,yellow,,,daily,,,,three-quarter sleeves,regular,
30358,Kurtis,9,red,a-line,,daily,net,,,three-quarter sleeves,regular,
30359,Kurtis,9,purple,,,daily,,,solid,three-quarter sleeves,regular,
30360,Kurtis,9,black,,,daily,,,,three-quarter sleeves,regular,
30361,Kurtis,9,green,a-line,,daily,,solid,,three-quarter sleeves,regular,
30362,Kurtis,9,red,a-line,,daily,,solid,,three-quarter sleeves,regular,
30363,Kurtis,9,yellow,a-line,,daily,,,,three-quarter sleeves,regular,
30364,Kurtis,9,yellow,,knee length,daily,,,solid,three-quarter sleeves,regular,
30365,Kurtis,9,navy blue,,,daily,,,,short sleeves,regular,
30366,Kurtis,9,maroon,,,daily,,solid,,three-quarter sleeves,regular,
30367,Kurtis,9,red,,,daily,,,solid,three-quarter sleeves,regular,
30368,Kurtis,9,red,,calf length,daily,,,,three-quarter sleeves,regular,
30369,Kurtis,9,red,,knee length,daily,,,solid,three-quarter sleeves,regular,
30370,Kurtis,9,navy blue,,calf length,daily,,,,three-quarter sleeves,regular,
30371,Kurtis,9,black,,,daily,net,,,three-quarter sleeves,regular,
30372,Kurtis,9,red,a-line,,daily,,,,short sleeves,regular,
30373,Kurtis,9,pink,a-line,,party,,default,,three-quarter sleeves,regular,
30374,Kurtis,9,black,,,daily,,solid,solid,three-quarter sleeves,regular,
30375,Kurtis,9,maroon,,,daily,net,,,short sleeves,regular,
30376,Kurtis,9,navy blue,a-line,,daily,,,,short sleeves,regular,
30377,Kurtis,9,green,,,daily,net,,solid,three-quarter sleeves,regular,
30378,Kurtis,9,maroon,,,daily,net,,,three-quarter sleeves,regular,
30379,Kurtis,9,navy blue,,,daily,,solid,,three-quarter sleeves,regular,
30380,Kurtis,9,purple,a-line,,daily,,,solid,three-quarter sleeves,regular,
30381,Kurtis,9,maroon,,knee length,daily,,,,short sleeves,regular,
30382,Kurtis,9,black,,,daily,,,solid,three-quarter sleeves,regular,
30383,Kurtis,9,navy blue,,,daily,,,,short sleeves,regular,
30384,Kurtis,9,red,,,daily,net,solid,,three-quarter sleeves,regular,
30385,Kurtis,9,orange,a-line,,daily,,solid,,three-quarter sleeves,regular,
30386,Kurtis,9,black,,,,,,,three-quarter sleeves,regular,
30387,Kurtis,9,navy blue,a-line,,daily,,,,short sleeves,regular,
30388,Kurtis,9,black,,calf length,daily,net,,,three-quarter sleeves,regular,
30389,Kurtis,9,black,,,daily,net,solid,,three-quarter sleeves,regular,
30390,Kurtis,9,navy blue,,knee length,daily,,solid,,short sleeves,regular,
30391,Kurtis,9,grey,,,daily,net,,solid,three-quarter sleeves,regular,
30392,Kurtis,9,maroon,a-line,,daily,,,,sleeveless,sleeveless,
30393,Kurtis,9,black,,,daily,net,,,three-quarter sleeves,regular,
30394,Kurtis,9,yellow,,knee length,daily,,,,three-quarter sleeves,regular,
30395,Kurtis,9,red,,knee length,daily,net,,,three-quarter sleeves,regular,
30396,Kurtis,9,black,a-line,,daily,net,,,three-quarter sleeves,regular,
30397,Kurtis,9,red,,,daily,net,,,three-quarter sleeves,regular,
30398,Kurtis,9,multicolor,,,daily,net,,,three-quarter sleeves,regular,
30399,Kurtis,9,maroon,,knee length,daily,,,solid,short sleeves,regular,
30400,Kurtis,9,multicolor,,,daily,,,,three-quarter sleeves,regular,
30401,Kurtis,9,red,,,daily,,solid,,three-quarter sleeves,regular,
30402,Kurtis,9,black,,,party,,,,three-quarter sleeves,regular,
30403,Kurtis,9,grey,,,daily,,,solid,three-quarter sleeves,regular,
30404,Kurtis,9,red,,,daily,net,,,three-quarter sleeves,regular,
30405,Kurtis,9,yellow,,,daily,net,,,three-quarter sleeves,regular,
30406,Kurtis,9,red,a-line,,daily,,,,short sleeves,regular,
30407,Kurtis,9,red,,,daily,,solid,solid,short sleeves,regular,
30408,Kurtis,9,yellow,a-line,,daily,,,,three-quarter sleeves,regular,
30409,Kurtis,9,navy blue,,,daily,,,,three-quarter sleeves,regular,
30410,Kurtis,9,maroon,a-line,,daily,,,,three-quarter sleeves,regular,
30411,Kurtis,9,red,,,daily,,solid,,three-quarter sleeves,regular,
30412,Kurtis,9,maroon,,,daily,net,,,three-quarter sleeves,regular,
30413,Kurtis,9,red,,,daily,,,default,three-quarter sleeves,regular,
30414,Kurtis,9,purple,,,daily,net,,solid,three-quarter sleeves,regular,
30415,Kurtis,9,maroon,straight,calf length,daily,,,,three-quarter sleeves,regular,
30416,Kurtis,9,red,,,daily,,,solid,short sleeves,regular,
30417,Kurtis,9,red,,,daily,,,,three-quarter sleeves,regular,
30418,Kurtis,9,red,,,daily,net,,,short sleeves,regular,
30419,Kurtis,9,maroon,,knee length,daily,net,,,three-quarter sleeves,regular,
30420,Kurtis,9,maroon,,knee length,daily,net,,,short sleeves,regular,
30421,Kurtis,9,blue,,,daily,,,solid,three-quarter sleeves,regular,
30422,Kurtis,9,black,,,daily,net,,,three-quarter sleeves,regular,
30423,Kurtis,9,black,a-line,calf length,daily,,,,three-quarter sleeves,regular,
30424,Kurtis,9,blue,,,daily,net,,,three-quarter sleeves,regular,
30425,Kurtis,9,navy blue,,,daily,,,default,three-quarter sleeves,regular,
30426,Kurtis,9,maroon,a-line,,daily,,,,three-quarter sleeves,regular,
30427,Kurtis,9,red,,,daily,net,,,short sleeves,regular,
30428,Kurtis,9,maroon,,knee length,daily,net,,,three-quarter sleeves,regular,
30429,Kurtis,9,red,a-line,,daily,,,,short sleeves,regular,
30430,Kurtis,9,purple,a-line,,daily,default,,,three-quarter sleeves,regular,
30431,Kurtis,9,navy blue,,,daily,,,,three-quarter sleeves,regular,
30432,Kurtis,9,black,a-line,,daily,,solid,,three-quarter sleeves,regular,
30433,Kurtis,9,navy blue,,,daily,net,,default,three-quarter sleeves,regular,
30434,Kurtis,9,black,a-line,,daily,,solid,,three-quarter sleeves,regular,
30435,Kurtis,9,navy blue,,calf length,daily,,,,three-quarter sleeves,regular,
30436,Kurtis,9,black,a-line,,daily,,,,three-quarter sleeves,regular,
30437,Kurtis,9,red,,,daily,,,,three-quarter sleeves,regular,
30438,Kurtis,9,red,,,daily,,solid,,three-quarter sleeves,regular,
30439,Kurtis,9,maroon,,,daily,,,default,three-quarter sleeves,regular,
30440,Kurtis,9,multicolor,a-line,,daily,,,,three-quarter sleeves,regular,
30441,Kurtis,9,multicolor,,,party,,,,three-quarter sleeves,regular,
30442,Kurtis,9,yellow,,calf length,party,,solid,,three-quarter sleeves,regular,
30443,Kurtis,9,black,,,party,default,solid,,three-quarter sleeves,regular,
30444,Kurtis,9,multicolor,a-line,,daily,,,solid,three-quarter sleeves,regular,
30445,Kurtis,9,yellow,,,daily,net,,,three-quarter sleeves,regular,
30446,Kurtis,9,grey,,,daily,,,solid,three-quarter sleeves,regular,
30447,Kurtis,9,navy blue,a-line,,daily,default,,,three-quarter sleeves,regular,
30448,Kurtis,9,maroon,straight,calf length,daily,,,,three-quarter sleeves,regular,
30449,Kurtis,9,yellow,,knee length,daily,,,,three-quarter sleeves,regular,
30450,Kurtis,9,purple,,,daily,,,,three-quarter sleeves,regular,
30451,Kurtis,9,green,,knee length,daily,net,,,three-quarter sleeves,regular,
30452,Kurtis,9,black,,,daily,,solid,,three-quarter sleeves,regular,
30453,Kurtis,9,yellow,,,daily,,solid,,three-quarter sleeves,regular,
30454,Kurtis,9,navy blue,,calf length,daily,,,,three-quarter sleeves,regular,
30455,Kurtis,9,black,,calf length,daily,net,,,three-quarter sleeves,regular,
30456,Kurtis,9,red,,,daily,,solid,solid,three-quarter sleeves,regular,
30457,Kurtis,9,multicolor,a-line,,daily,,,,three-quarter sleeves,regular,
30458,Kurtis,9,red,a-line,,daily,,,,short sleeves,regular,
30459,Kurtis,9,multicolor,a-line,,daily,,,,three-quarter sleeves,regular,
30460,Kurtis,9,red,,,daily,net,solid,,short sleeves,regular,
30461,Kurtis,9,red,,calf length,daily,net,,,three-quarter sleeves,regular,
30462,Kurtis,9,yellow,a-line,,daily,,,,three-quarter sleeves,regular,
30463,Kurtis,9,black,a-line,,daily,,,solid,three-quarter sleeves,regular,
30464,Kurtis,9,red,a-line,,daily,,default,,three-quarter sleeves,regular,
30465,Kurtis,9,red,,calf length,daily,,,default,three-quarter sleeves,regular,
30466,Kurtis,9,red,,,daily,,default,,three-quarter sleeves,regular,
30467,Kurtis,9,red,,knee length,daily,,,,three-quarter sleeves,regular,
30468,Kurtis,9,yellow,a-line,,daily,net,,,three-quarter sleeves,regular,
30469,Kurtis,9,multicolor,,,daily,,,,three-quarter sleeves,regular,
30470,Kurtis,9,red,,knee length,daily,net,,,three-quarter sleeves,regular,
30471,Kurtis,9,multicolor,,knee length,daily,,,,three-quarter sleeves,regular,
30472,Kurtis,9,red,,,daily,,,default,three-quarter sleeves,regular,
30473,Kurtis,9,red,,,daily,,default,,three-quarter sleeves,regular,
30474,Kurtis,9,black,,,daily,,,,short sleeves,regular,
30475,Kurtis,9,yellow,,calf length,daily,,,,three-quarter sleeves,regular,
30476,Kurtis,9,red,,,daily,,,,three-quarter sleeves,regular,
30477,Kurtis,9,red,,,daily,,default,default,three-quarter sleeves,regular,
30478,Kurtis,9,,,,daily,,,,three-quarter sleeves,regular,
30479,Kurtis,9,yellow,,,daily,net,,solid,three-quarter sleeves,regular,
30480,Kurtis,9,maroon,,,daily,net,,,three-quarter sleeves,regular,
30481,Kurtis,9,navy blue,straight,calf length,daily,,,,three-quarter sleeves,regular,
30482,Kurtis,9,navy blue,,knee length,daily,,solid,,short sleeves,regular,
30483,Kurtis,9,maroon,,,daily,,solid,solid,three-quarter sleeves,regular,
30484,Kurtis,9,red,,,daily,,,solid,short sleeves,regular,
30485,Kurtis,9,black,a-line,,daily,,,,three-quarter sleeves,regular,
30486,Kurtis,9,red,,,party,,solid,,three-quarter sleeves,regular,
30487,Kurtis,9,black,,knee length,daily,,,,three-quarter sleeves,regular,
30488,Kurtis,9,red,,,daily,net,,,short sleeves,regular,
30489,Kurtis,9,red,,,daily,,,,three-quarter sleeves,regular,
30490,Kurtis,9,navy blue,,,daily,net,default,,short sleeves,regular,
30491,Kurtis,9,navy blue,,,daily,,solid,,short sleeves,regular,
30492,Kurtis,9,multicolor,a-line,knee length,daily,,,,three-quarter sleeves,regular,
30493,Kurtis,9,navy blue,,,daily,net,solid,,short sleeves,regular,
30494,Kurtis,9,red,,,daily,net,,solid,three-quarter sleeves,regular,
30495,Kurtis,9,navy blue,,,daily,,,default,three-quarter sleeves,regular,
30496,Kurtis,9,multicolor,a-line,knee length,daily,,,,three-quarter sleeves,regular,
30497,Kurtis,9,navy blue,,,daily,,,solid,short sleeves,regular,
30498,Kurtis,9,black,straight,,daily,net,,,three-quarter sleeves,regular,
30499,Kurtis,9,red,a-line,,daily,,,,short sleeves,regular,
30500,Kurtis,9,black,,calf length,daily,,default,,three-quarter sleeves,regular,
30501,Kurtis,9,navy blue,,,daily,net,,,sleeveless,sleeveless,
30502,Kurtis,9,purple,a-line,,daily,,solid,,three-quarter sleeves,regular,
30503,Kurtis,9,navy blue,,knee length,daily,,,,short sleeves,regular,
30504,Kurtis,9,navy blue,,,daily,,,,short sleeves,regular,
30505,Kurtis,9,maroon,,,daily,,,,short sleeves,regular,
30506,Kurtis,9,navy blue,a-line,,daily,,,,short sleeves,regular,
30507,Kurtis,9,multicolor,,,daily,,,solid,three-quarter sleeves,regular,
30508,Kurtis,9,grey,,knee length,daily,,,,three-quarter sleeves,regular,
30509,Kurtis,9,navy blue,,knee length,daily,net,,,short sleeves,regular,
30510,Kurtis,9,red,,,daily,net,,default,three-quarter sleeves,regular,
30511,Kurtis,9,navy blue,,,daily,net,,,short sleeves,regular,
30512,Kurtis,9,blue,,,daily,,,solid,three-quarter sleeves,regular,
30513,Kurtis,9,maroon,,knee length,daily,,,,short sleeves,regular,
30514,Kurtis,9,black,,,daily,,solid,,three-quarter sleeves,regular,
30515,Kurtis,9,red,,,daily,net,,,short sleeves,regular,
30516,Kurtis,9,maroon,,,daily,,,default,short sleeves,regular,
30517,Kurtis,9,navy blue,,,daily,,,solid,three-quarter sleeves,regular,
30518,Kurtis,9,red,a-line,,daily,net,,,three-quarter sleeves,regular,
30519,Kurtis,9,red,,,daily,,,,short sleeves,regular,
30520,Kurtis,9,black,,calf length,daily,,,,short sleeves,regular,
30521,Kurtis,9,black,,,daily,,,,three-quarter sleeves,regular,
30522,Kurtis,9,navy blue,,,daily,net,,,short sleeves,regular,
30523,Kurtis,9,maroon,,,daily,,,solid,short sleeves,regular,
30524,Kurtis,9,black,,,daily,,solid,solid,three-quarter sleeves,regular,
30525,Kurtis,9,black,straight,,daily,,,,short sleeves,regular,
30526,Kurtis,9,navy blue,,knee length,daily,,,,short sleeves,regular,
30527,Kurtis,9,black,straight,,daily,,,,short sleeves,regular,
30528,Kurtis,9,navy blue,a-line,knee length,daily,,,,short sleeves,regular,
30529,Kurtis,9,red,,,daily,,,,short sleeves,regular,
