id,Category,len,color,neck,pattern,print_or_pattern_type,sleeve_length,attr_6,attr_7,attr_8,attr_9,attr_10
5312,Men Tshirts,5,default,polo,solid,solid,short sleeves,,,,,
5313,Men Tshirts,5,default,polo,solid,solid,short sleeves,,,,,
5314,Men Tshirts,5,white,round,,default,,,,,,
5315,Men Tshirts,5,default,polo,solid,,,,,,,
5316,Men Tshirts,5,white,round,printed,typography,short sleeves,,,,,
5317,Men Tshirts,5,default,round,solid,solid,short sleeves,,,,,
5318,Men Tshirts,5,multicolor,polo,solid,solid,short sleeves,,,,,
5319,Men Tshirts,5,,polo,solid,solid,short sleeves,,,,,
5320,Men Tshirts,5,multicolor,polo,solid,solid,short sleeves,,,,,
5321,Men Tshirts,5,black,round,,default,,,,,,
5322,Men Tshirts,5,default,polo,solid,solid,short sleeves,,,,,
5323,Men Tshirts,5,black,,printed,default,,,,,,
5324,Men Tshirts,5,white,round,printed,typography,short sleeves,,,,,
5325,Men Tshirts,5,black,round,printed,default,short sleeves,,,,,
5326,Men Tshirts,5,white,round,printed,default,short sleeves,,,,,
5327,Men Tshirts,5,default,polo,solid,solid,short sleeves,,,,,
5328,Men Tshirts,5,default,polo,solid,solid,short sleeves,,,,,
5329,Men Tshirts,5,multicolor,polo,solid,solid,short sleeves,,,,,
5330,Men Tshirts,5,black,polo,solid,solid,short sleeves,,,,,
5331,Men Tshirts,5,default,polo,solid,solid,short sleeves,,,,,
5332,Men Tshirts,5,black,round,,default,short sleeves,,,,,
5333,Men Tshirts,5,default,round,,default,short sleeves,,,,,
5334,Men Tshirts,5,default,polo,solid,solid,short sleeves,,,,,
5335,Men Tshirts,5,white,round,printed,default,,,,,,
5336,Men Tshirts,5,default,round,,typography,short sleeves,,,,,
5337,Men Tshirts,5,default,polo,solid,solid,short sleeves,,,,,
5338,Men Tshirts,5,multicolor,,,default,,,,,,
5339,Men Tshirts,5,,round,solid,solid,short sleeves,,,,,
5340,Men Tshirts,5,multicolor,polo,solid,solid,short sleeves,,,,,
5341,Men Tshirts,5,default,round,printed,default,,,,,,
5342,Men Tshirts,5,default,round,printed,typography,short sleeves,,,,,
5343,Men Tshirts,5,default,polo,solid,,,,,,,
5344,Men Tshirts,5,multicolor,polo,solid,solid,short sleeves,,,,,
5345,Men Tshirts,5,white,round,printed,default,short sleeves,,,,,
5346,Men Tshirts,5,black,polo,solid,,,,,,,
5347,Men Tshirts,5,,polo,solid,solid,short sleeves,,,,,
5348,Men Tshirts,5,,round,printed,typography,,,,,,
5349,Men Tshirts,5,multicolor,polo,solid,solid,short sleeves,,,,,
5350,Men Tshirts,5,black,polo,solid,solid,short sleeves,,,,,
5351,Men Tshirts,5,default,round,printed,typography,short sleeves,,,,,
5352,Men Tshirts,5,multicolor,polo,solid,solid,short sleeves,,,,,
5353,Men Tshirts,5,white,round,printed,default,short sleeves,,,,,
5354,Men Tshirts,5,black,polo,solid,solid,short sleeves,,,,,
5355,Men Tshirts,5,default,polo,solid,solid,short sleeves,,,,,
5356,Men Tshirts,5,default,polo,solid,solid,short sleeves,,,,,
5357,Men Tshirts,5,default,polo,solid,solid,short sleeves,,,,,
5358,Men Tshirts,5,default,polo,solid,solid,short sleeves,,,,,
5359,Men Tshirts,5,multicolor,polo,solid,solid,short sleeves,,,,,
5360,Men Tshirts,5,,polo,solid,solid,short sleeves,,,,,
5361,Men Tshirts,5,white,polo,solid,solid,short sleeves,,,,,
5362,Men Tshirts,5,,round,printed,typography,,,,,,
5363,Men Tshirts,5,default,polo,solid,solid,short sleeves,,,,,
5364,Men Tshirts,5,multicolor,polo,solid,solid,short sleeves,,,,,
5365,Men Tshirts,5,default,polo,solid,solid,short sleeves,,,,,
5366,Men Tshirts,5,black,,printed,default,,,,,,
5367,Men Tshirts,5,default,round,printed,typography,short sleeves,,,,,
5368,Men Tshirts,5,default,polo,,default,short sleeves,,,,,
5369,Men Tshirts,5,,polo,solid,solid,short sleeves,,,,,
5370,Men Tshirts,5,white,,printed,default,,,,,,
5371,Men Tshirts,5,default,polo,solid,solid,short sleeves,,,,,
5372,Men Tshirts,5,default,round,printed,typography,short sleeves,,,,,
5373,Men Tshirts,5,white,round,printed,typography,short sleeves,,,,,
5374,Men Tshirts,5,multicolor,polo,solid,solid,short sleeves,,,,,
5375,Men Tshirts,5,black,polo,solid,solid,short sleeves,,,,,
5376,Men Tshirts,5,multicolor,polo,solid,solid,short sleeves,,,,,
5377,Men Tshirts,5,default,round,printed,default,short sleeves,,,,,
5378,Men Tshirts,5,,round,printed,typography,short sleeves,,,,,
5379,Men Tshirts,5,black,polo,solid,solid,short sleeves,,,,,
5380,Men Tshirts,5,black,,solid,,,,,,,
5381,Men Tshirts,5,multicolor,polo,solid,solid,short sleeves,,,,,
5382,Men Tshirts,5,black,round,,default,short sleeves,,,,,
5383,Men Tshirts,5,default,polo,solid,,short sleeves,,,,,
5384,Men Tshirts,5,default,round,,default,short sleeves,,,,,
5385,Men Tshirts,5,default,polo,solid,solid,short sleeves,,,,,
5386,Men Tshirts,5,white,polo,solid,solid,short sleeves,,,,,
5387,Men Tshirts,5,white,round,printed,default,short sleeves,,,,,
5388,Men Tshirts,5,,round,printed,default,short sleeves,,,,,
5389,Men Tshirts,5,white,round,printed,typography,short sleeves,,,,,
5390,Men Tshirts,5,default,round,printed,default,short sleeves,,,,,
5391,Men Tshirts,5,multicolor,polo,solid,solid,short sleeves,,,,,
5392,Men Tshirts,5,white,round,printed,default,short sleeves,,,,,
5393,Men Tshirts,5,default,round,printed,typography,short sleeves,,,,,
5394,Men Tshirts,5,default,round,printed,default,short sleeves,,,,,
5395,Men Tshirts,5,default,polo,solid,solid,short sleeves,,,,,
5396,Men Tshirts,5,white,round,printed,typography,short sleeves,,,,,
5397,Men Tshirts,5,default,polo,solid,solid,short sleeves,,,,,
5398,Men Tshirts,5,multicolor,polo,solid,solid,short sleeves,,,,,
5399,Men Tshirts,5,multicolor,round,,default,short sleeves,,,,,
5400,Men Tshirts,5,multicolor,polo,solid,solid,short sleeves,,,,,
5401,Men Tshirts,5,multicolor,polo,solid,solid,short sleeves,,,,,
5402,Men Tshirts,5,multicolor,polo,solid,solid,short sleeves,,,,,
5403,Men Tshirts,5,black,round,,,short sleeves,,,,,
5404,Men Tshirts,5,multicolor,polo,solid,solid,short sleeves,,,,,
5405,Men Tshirts,5,default,polo,solid,solid,short sleeves,,,,,
5406,Men Tshirts,5,multicolor,polo,solid,solid,short sleeves,,,,,
5407,Men Tshirts,5,multicolor,round,printed,default,short sleeves,,,,,
5408,Men Tshirts,5,multicolor,polo,solid,solid,short sleeves,,,,,
5409,Men Tshirts,5,multicolor,,solid,solid,,,,,,
5410,Men Tshirts,5,default,polo,solid,solid,short sleeves,,,,,
5411,Men Tshirts,5,default,polo,solid,solid,short sleeves,,,,,
5412,Men Tshirts,5,default,polo,solid,solid,short sleeves,,,,,
5413,Men Tshirts,5,multicolor,polo,,solid,short sleeves,,,,,
5414,Men Tshirts,5,multicolor,round,,default,short sleeves,,,,,
5415,Men Tshirts,5,black,round,solid,,,,,,,
5416,Men Tshirts,5,multicolor,polo,solid,solid,short sleeves,,,,,
5417,Men Tshirts,5,default,polo,solid,solid,short sleeves,,,,,
5418,Men Tshirts,5,multicolor,polo,solid,solid,short sleeves,,,,,
5419,Men Tshirts,5,white,round,printed,default,,,,,,
5420,Men Tshirts,5,default,round,,typography,,,,,,
5421,Men Tshirts,5,black,round,printed,typography,short sleeves,,,,,
5422,Men Tshirts,5,default,round,printed,default,short sleeves,,,,,
5423,Men Tshirts,5,default,polo,solid,solid,short sleeves,,,,,
5424,Men Tshirts,5,multicolor,round,,default,short sleeves,,,,,
5425,Men Tshirts,5,default,round,printed,,short sleeves,,,,,
5426,Men Tshirts,5,white,polo,solid,solid,short sleeves,,,,,
5427,Men Tshirts,5,default,polo,solid,solid,short sleeves,,,,,
5428,Men Tshirts,5,white,,printed,default,,,,,,
5429,Men Tshirts,5,default,polo,solid,solid,short sleeves,,,,,
5430,Men Tshirts,5,multicolor,polo,solid,solid,short sleeves,,,,,
5431,Men Tshirts,5,default,polo,solid,solid,short sleeves,,,,,
5432,Men Tshirts,5,multicolor,polo,solid,solid,short sleeves,,,,,
5433,Men Tshirts,5,multicolor,polo,solid,solid,short sleeves,,,,,
5434,Men Tshirts,5,multicolor,polo,solid,solid,short sleeves,,,,,
5435,Men Tshirts,5,default,polo,solid,solid,short sleeves,,,,,
5436,Men Tshirts,5,black,round,,typography,,,,,,
5437,Men Tshirts,5,,round,printed,typography,,,,,,
5438,Men Tshirts,5,multicolor,polo,solid,solid,short sleeves,,,,,
5439,Men Tshirts,5,multicolor,polo,solid,solid,short sleeves,,,,,
5440,Men Tshirts,5,default,round,printed,typography,short sleeves,,,,,
5441,Men Tshirts,5,,polo,solid,solid,,,,,,
5442,Men Tshirts,5,black,round,,typography,short sleeves,,,,,
5443,Men Tshirts,5,multicolor,polo,solid,solid,short sleeves,,,,,
5444,Men Tshirts,5,default,polo,solid,solid,short sleeves,,,,,
5445,Men Tshirts,5,white,polo,solid,solid,short sleeves,,,,,
5446,Men Tshirts,5,default,polo,solid,solid,short sleeves,,,,,
5447,Men Tshirts,5,default,polo,solid,solid,short sleeves,,,,,
5448,Men Tshirts,5,,,printed,default,long sleeves,,,,,
5449,Men Tshirts,5,default,polo,solid,solid,short sleeves,,,,,
5450,Men Tshirts,5,white,polo,solid,solid,short sleeves,,,,,
5451,Men Tshirts,5,default,polo,solid,solid,short sleeves,,,,,
5452,Men Tshirts,5,,round,printed,default,,,,,,
5453,Men Tshirts,5,default,round,,default,short sleeves,,,,,
5454,Men Tshirts,5,default,round,,solid,,,,,,
5455,Men Tshirts,5,multicolor,round,,default,short sleeves,,,,,
5456,Men Tshirts,5,white,round,printed,typography,short sleeves,,,,,
5457,Men Tshirts,5,multicolor,round,,default,short sleeves,,,,,
5458,Men Tshirts,5,white,round,printed,default,,,,,,
5459,Men Tshirts,5,black,,solid,solid,short sleeves,,,,,
5460,Men Tshirts,5,multicolor,round,,default,short sleeves,,,,,
5461,Men Tshirts,5,default,round,printed,default,short sleeves,,,,,
5462,Men Tshirts,5,default,,printed,typography,short sleeves,,,,,
5463,Men Tshirts,5,white,polo,solid,solid,short sleeves,,,,,
5464,Men Tshirts,5,black,,printed,typography,,,,,,
5465,Men Tshirts,5,,round,printed,default,,,,,,
5466,Men Tshirts,5,default,polo,solid,solid,short sleeves,,,,,
5467,Men Tshirts,5,white,polo,solid,solid,short sleeves,,,,,
5468,Men Tshirts,5,multicolor,polo,solid,solid,short sleeves,,,,,
5469,Men Tshirts,5,multicolor,polo,solid,solid,short sleeves,,,,,
5470,Men Tshirts,5,default,round,solid,,,,,,,
5471,Men Tshirts,5,multicolor,polo,solid,solid,short sleeves,,,,,
5472,Men Tshirts,5,default,round,printed,,short sleeves,,,,,
5473,Men Tshirts,5,default,round,printed,,,,,,,
5474,Men Tshirts,5,,,printed,default,long sleeves,,,,,
5475,Men Tshirts,5,white,round,,default,,,,,,
5476,Men Tshirts,5,black,round,printed,default,short sleeves,,,,,
5477,Men Tshirts,5,,round,printed,typography,,,,,,
5478,Men Tshirts,5,default,polo,solid,solid,short sleeves,,,,,
5479,Men Tshirts,5,default,polo,solid,solid,short sleeves,,,,,
5480,Men Tshirts,5,white,round,printed,typography,,,,,,
5481,Men Tshirts,5,default,round,,,long sleeves,,,,,
5482,Men Tshirts,5,white,round,,default,,,,,,
5483,Men Tshirts,5,multicolor,polo,solid,solid,short sleeves,,,,,
5484,Men Tshirts,5,white,,solid,solid,,,,,,
5485,Men Tshirts,5,multicolor,polo,solid,solid,short sleeves,,,,,
5486,Men Tshirts,5,multicolor,polo,solid,solid,short sleeves,,,,,
5487,Men Tshirts,5,white,polo,solid,solid,short sleeves,,,,,
5488,Men Tshirts,5,default,polo,solid,solid,short sleeves,,,,,
5489,Men Tshirts,5,multicolor,round,,default,short sleeves,,,,,
5490,Men Tshirts,5,,round,,default,short sleeves,,,,,
5491,Men Tshirts,5,,,printed,default,short sleeves,,,,,
5492,Men Tshirts,5,,,solid,solid,short sleeves,,,,,
5493,Men Tshirts,5,,round,printed,,,,,,,
5494,Men Tshirts,5,,polo,solid,,,,,,,
5495,Men Tshirts,5,black,round,,,short sleeves,,,,,
5496,Men Tshirts,5,black,,,typography,,,,,,
5497,Men Tshirts,5,default,round,,,,,,,,
5498,Men Tshirts,5,white,,,solid,,,,,,
5499,Men Tshirts,5,default,round,,,,,,,,
5500,Men Tshirts,5,,round,printed,,,,,,,
5501,Men Tshirts,5,,,solid,solid,,,,,,
5502,Men Tshirts,5,,round,solid,,,,,,,
5503,Men Tshirts,5,black,round,,,,,,,,
5504,Men Tshirts,5,,round,printed,,,,,,,
5505,Men Tshirts,5,white,,printed,,short sleeves,,,,,
5506,Men Tshirts,5,black,,printed,,short sleeves,,,,,
5507,Men Tshirts,5,multicolor,round,solid,,short sleeves,,,,,
5508,Men Tshirts,5,white,round,printed,,short sleeves,,,,,
5509,Men Tshirts,5,,,solid,solid,,,,,,
5510,Men Tshirts,5,,round,printed,,,,,,,
5511,Men Tshirts,5,black,,,default,,,,,,
5512,Men Tshirts,5,white,round,printed,,short sleeves,,,,,
5513,Men Tshirts,5,,polo,solid,,,,,,,
5514,Men Tshirts,5,,polo,,solid,short sleeves,,,,,
5515,Men Tshirts,5,,polo,solid,,short sleeves,,,,,
5516,Men Tshirts,5,white,round,printed,,short sleeves,,,,,
5517,Men Tshirts,5,,round,,typography,,,,,,
5518,Men Tshirts,5,default,,solid,,,,,,,
5519,Men Tshirts,5,,round,printed,default,short sleeves,,,,,
5520,Men Tshirts,5,,,solid,solid,,,,,,
5521,Men Tshirts,5,,polo,,solid,short sleeves,,,,,
5522,Men Tshirts,5,default,polo,,,short sleeves,,,,,
5523,Men Tshirts,5,,round,printed,default,short sleeves,,,,,
5524,Men Tshirts,5,,round,printed,,short sleeves,,,,,
5525,Men Tshirts,5,,round,printed,,short sleeves,,,,,
5526,Men Tshirts,5,default,,printed,,short sleeves,,,,,
5527,Men Tshirts,5,white,,printed,default,,,,,,
5528,Men Tshirts,5,,,printed,typography,,,,,,
5529,Men Tshirts,5,default,,printed,default,short sleeves,,,,,
5530,Men Tshirts,5,default,,,,,,,,,
5531,Men Tshirts,5,default,,,default,short sleeves,,,,,
5532,Men Tshirts,5,white,round,,default,short sleeves,,,,,
5533,Men Tshirts,5,default,round,printed,,short sleeves,,,,,
5534,Men Tshirts,5,,round,printed,typography,short sleeves,,,,,
5535,Men Tshirts,5,,round,printed,,,,,,,
5536,Men Tshirts,5,default,,printed,typography,short sleeves,,,,,
5537,Men Tshirts,5,,round,printed,,,,,,,
5538,Men Tshirts,5,,round,,default,,,,,,
5539,Men Tshirts,5,black,round,,,,,,,,
5540,Men Tshirts,5,,,solid,,long sleeves,,,,,
5541,Men Tshirts,5,default,round,printed,,,,,,,
5542,Men Tshirts,5,,round,,solid,,,,,,
5543,Men Tshirts,5,default,round,,default,,,,,,
5544,Men Tshirts,5,multicolor,polo,,,short sleeves,,,,,
5545,Men Tshirts,5,white,round,printed,,,,,,,
5546,Men Tshirts,5,,round,printed,,,,,,,
5547,Men Tshirts,5,multicolor,polo,,,,,,,,
5548,Men Tshirts,5,black,,printed,,short sleeves,,,,,
5549,Men Tshirts,5,black,round,printed,,short sleeves,,,,,
5550,Men Tshirts,5,,,printed,default,,,,,,
5551,Men Tshirts,5,,round,,default,,,,,,
5552,Men Tshirts,5,,,printed,typography,short sleeves,,,,,
5553,Men Tshirts,5,,round,,typography,,,,,,
5554,Men Tshirts,5,multicolor,round,,,short sleeves,,,,,
5555,Men Tshirts,5,,,,default,short sleeves,,,,,
5556,Men Tshirts,5,default,polo,,,short sleeves,,,,,
5557,Men Tshirts,5,multicolor,polo,,,,,,,,
5558,Men Tshirts,5,,round,solid,solid,,,,,,
5559,Men Tshirts,5,black,,printed,default,,,,,,
5560,Men Tshirts,5,white,round,printed,,,,,,,
5561,Men Tshirts,5,,polo,,solid,short sleeves,,,,,
5562,Men Tshirts,5,,,,,long sleeves,,,,,
5563,Men Tshirts,5,multicolor,round,,,,,,,,
5564,Men Tshirts,5,default,,printed,default,,,,,,
5565,Men Tshirts,5,default,round,,,,,,,,
5566,Men Tshirts,5,default,round,printed,,short sleeves,,,,,
5567,Men Tshirts,5,,polo,solid,,,,,,,
5568,Men Tshirts,5,multicolor,,,default,,,,,,
5569,Men Tshirts,5,default,round,,,short sleeves,,,,,
5570,Men Tshirts,5,,round,printed,typography,short sleeves,,,,,
5571,Men Tshirts,5,default,,solid,,short sleeves,,,,,
5572,Men Tshirts,5,,,printed,default,,,,,,
5573,Men Tshirts,5,,polo,,solid,short sleeves,,,,,
5574,Men Tshirts,5,default,,,,,,,,,
5575,Men Tshirts,5,,polo,printed,,,,,,,
5576,Men Tshirts,5,,round,solid,,,,,,,
5577,Men Tshirts,5,,round,,typography,,,,,,
5578,Men Tshirts,5,default,,solid,,short sleeves,,,,,
5579,Men Tshirts,5,,round,printed,,,,,,,
5580,Men Tshirts,5,multicolor,,solid,,short sleeves,,,,,
5581,Men Tshirts,5,black,round,,,short sleeves,,,,,
5582,Men Tshirts,5,default,polo,,,short sleeves,,,,,
5583,Men Tshirts,5,black,,,default,,,,,,
5584,Men Tshirts,5,multicolor,polo,,,short sleeves,,,,,
5585,Men Tshirts,5,,,solid,solid,,,,,,
5586,Men Tshirts,5,multicolor,,,solid,short sleeves,,,,,
5587,Men Tshirts,5,,polo,solid,,,,,,,
5588,Men Tshirts,5,,,printed,typography,short sleeves,,,,,
5589,Men Tshirts,5,default,,,default,,,,,,
5590,Men Tshirts,5,white,,,default,short sleeves,,,,,
5591,Men Tshirts,5,black,round,printed,,,,,,,
5592,Men Tshirts,5,default,,,typography,,,,,,
5593,Men Tshirts,5,,round,printed,,short sleeves,,,,,
5594,Men Tshirts,5,multicolor,polo,,,short sleeves,,,,,
5595,Men Tshirts,5,default,,,typography,short sleeves,,,,,
5596,Men Tshirts,5,,,solid,,long sleeves,,,,,
5597,Men Tshirts,5,,round,printed,,,,,,,
5598,Men Tshirts,5,,round,,default,,,,,,
5599,Men Tshirts,5,white,round,printed,,,,,,,
5600,Men Tshirts,5,,round,printed,typography,,,,,,
5601,Men Tshirts,5,default,round,,default,short sleeves,,,,,
5602,Men Tshirts,5,default,round,,default,short sleeves,,,,,
5603,Men Tshirts,5,,polo,solid,,short sleeves,,,,,
5604,Men Tshirts,5,default,round,,,,,,,,
5605,Men Tshirts,5,white,,printed,typography,short sleeves,,,,,
5606,Men Tshirts,5,,,printed,default,,,,,,
5607,Men Tshirts,5,multicolor,,printed,,,,,,,
5608,Men Tshirts,5,black,,printed,,short sleeves,,,,,
5609,Men Tshirts,5,,,solid,solid,,,,,,
5610,Men Tshirts,5,,,,solid,long sleeves,,,,,
5611,Men Tshirts,5,,polo,solid,,,,,,,
5612,Men Tshirts,5,white,round,,default,,,,,,
5613,Men Tshirts,5,,polo,,solid,,,,,,
5614,Men Tshirts,5,,polo,,solid,,,,,,
5615,Men Tshirts,5,default,,solid,,short sleeves,,,,,
5616,Men Tshirts,5,default,round,printed,,short sleeves,,,,,
5617,Men Tshirts,5,,polo,,solid,short sleeves,,,,,
5618,Men Tshirts,5,,,solid,solid,short sleeves,,,,,
5619,Men Tshirts,5,black,round,printed,,,,,,,
5620,Men Tshirts,5,default,polo,,,short sleeves,,,,,
5621,Men Tshirts,5,default,,solid,,,,,,,
5622,Men Tshirts,5,default,polo,,,,,,,,
5623,Men Tshirts,5,,round,printed,default,short sleeves,,,,,
5624,Men Tshirts,5,black,,,typography,,,,,,
5625,Men Tshirts,5,white,round,,,,,,,,
5626,Men Tshirts,5,white,,,typography,short sleeves,,,,,
5627,Men Tshirts,5,,,printed,default,short sleeves,,,,,
5628,Men Tshirts,5,white,round,printed,,short sleeves,,,,,
5629,Men Tshirts,5,,,,solid,,,,,,
5630,Men Tshirts,5,,round,,typography,short sleeves,,,,,
5631,Men Tshirts,5,,,printed,default,short sleeves,,,,,
5632,Men Tshirts,5,default,round,,solid,,,,,,
5633,Men Tshirts,5,,round,printed,,short sleeves,,,,,
5634,Men Tshirts,5,,round,printed,default,,,,,,
5635,Men Tshirts,5,white,,printed,,short sleeves,,,,,
5636,Men Tshirts,5,,,,typography,,,,,,
5637,Men Tshirts,5,black,,,solid,,,,,,
5638,Men Tshirts,5,multicolor,round,printed,,short sleeves,,,,,
5639,Men Tshirts,5,white,,printed,default,short sleeves,,,,,
5640,Men Tshirts,5,default,,printed,default,,,,,,
5641,Men Tshirts,5,,round,solid,,,,,,,
5642,Men Tshirts,5,,round,printed,,short sleeves,,,,,
5643,Men Tshirts,5,,round,printed,,short sleeves,,,,,
5644,Men Tshirts,5,black,,printed,default,short sleeves,,,,,
5645,Men Tshirts,5,,,,,short sleeves,,,,,
5646,Men Tshirts,5,,polo,,solid,short sleeves,,,,,
5647,Men Tshirts,5,white,,,typography,short sleeves,,,,,
5648,Men Tshirts,5,,polo,,solid,,,,,,
5649,Men Tshirts,5,default,round,solid,,,,,,,
5650,Men Tshirts,5,white,round,printed,,,,,,,
5651,Men Tshirts,5,,polo,printed,,short sleeves,,,,,
5652,Men Tshirts,5,white,round,printed,,short sleeves,,,,,
5653,Men Tshirts,5,white,round,,typography,,,,,,
5654,Men Tshirts,5,black,round,,,short sleeves,,,,,
5655,Men Tshirts,5,,round,printed,,,,,,,
5656,Men Tshirts,5,,round,printed,typography,short sleeves,,,,,
5657,Men Tshirts,5,,round,,typography,,,,,,
5658,Men Tshirts,5,,round,printed,,short sleeves,,,,,
5659,Men Tshirts,5,black,,printed,,,,,,,
5660,Men Tshirts,5,black,round,printed,,short sleeves,,,,,
5661,Men Tshirts,5,,round,,default,,,,,,
5662,Men Tshirts,5,default,round,,,short sleeves,,,,,
5663,Men Tshirts,5,,round,printed,typography,short sleeves,,,,,
5664,Men Tshirts,5,,,printed,default,short sleeves,,,,,
5665,Men Tshirts,5,black,,printed,typography,short sleeves,,,,,
5666,Men Tshirts,5,default,,printed,,,,,,,
5667,Men Tshirts,5,black,round,,default,short sleeves,,,,,
5668,Men Tshirts,5,white,,,default,short sleeves,,,,,
5669,Men Tshirts,5,,,,default,long sleeves,,,,,
5670,Men Tshirts,5,,round,solid,solid,,,,,,
5671,Men Tshirts,5,white,,printed,,short sleeves,,,,,
5672,Men Tshirts,5,multicolor,round,,typography,short sleeves,,,,,
5673,Men Tshirts,5,,polo,solid,,short sleeves,,,,,
5674,Men Tshirts,5,,,solid,solid,,,,,,
5675,Men Tshirts,5,,round,,default,short sleeves,,,,,
5676,Men Tshirts,5,white,round,printed,,short sleeves,,,,,
5677,Men Tshirts,5,,,solid,solid,,,,,,
5678,Men Tshirts,5,white,round,,default,short sleeves,,,,,
5679,Men Tshirts,5,black,round,,typography,short sleeves,,,,,
5680,Men Tshirts,5,,,solid,,,,,,,
5681,Men Tshirts,5,,,printed,default,,,,,,
5682,Men Tshirts,5,,round,printed,,short sleeves,,,,,
5683,Men Tshirts,5,default,,printed,default,short sleeves,,,,,
5684,Men Tshirts,5,white,round,printed,,short sleeves,,,,,
5685,Men Tshirts,5,,round,,default,short sleeves,,,,,
5686,Men Tshirts,5,,round,printed,,,,,,,
5687,Men Tshirts,5,default,round,solid,,short sleeves,,,,,
5688,Men Tshirts,5,,round,printed,,,,,,,
5689,Men Tshirts,5,white,,,default,,,,,,
5690,Men Tshirts,5,,round,solid,solid,,,,,,
5691,Men Tshirts,5,default,round,,,short sleeves,,,,,
5692,Men Tshirts,5,white,round,,default,,,,,,
5693,Men Tshirts,5,white,round,solid,,,,,,,
5694,Men Tshirts,5,black,,,default,,,,,,
5695,Men Tshirts,5,white,round,,typography,,,,,,
5696,Men Tshirts,5,multicolor,round,printed,,short sleeves,,,,,
5697,Men Tshirts,5,black,,printed,default,short sleeves,,,,,
5698,Men Tshirts,5,multicolor,round,,default,short sleeves,,,,,
5699,Men Tshirts,5,,,printed,default,,,,,,
5700,Men Tshirts,5,,round,printed,typography,,,,,,
5701,Men Tshirts,5,white,,printed,,,,,,,
5702,Men Tshirts,5,,round,solid,,,,,,,
5703,Men Tshirts,5,black,,printed,,short sleeves,,,,,
5704,Men Tshirts,5,,,solid,solid,,,,,,
5705,Men Tshirts,5,white,,,default,,,,,,
5706,Men Tshirts,5,,round,printed,default,,,,,,
5707,Men Tshirts,5,,round,,solid,,,,,,
5708,Men Tshirts,5,black,,printed,default,short sleeves,,,,,
5709,Men Tshirts,5,black,,,default,,,,,,
5710,Men Tshirts,5,default,,printed,,short sleeves,,,,,
5711,Men Tshirts,5,,,solid,solid,,,,,,
5712,Men Tshirts,5,black,round,,default,,,,,,
5713,Men Tshirts,5,,,printed,default,,,,,,
5714,Men Tshirts,5,default,,printed,default,,,,,,
5715,Men Tshirts,5,black,,,,short sleeves,,,,,
5716,Men Tshirts,5,,,,default,,,,,,
5717,Men Tshirts,5,white,round,printed,,,,,,,
5718,Men Tshirts,5,default,round,printed,,short sleeves,,,,,
5719,Men Tshirts,5,default,,,default,,,,,,
5720,Men Tshirts,5,white,,printed,,short sleeves,,,,,
5721,Men Tshirts,5,default,round,,solid,,,,,,
5722,Men Tshirts,5,multicolor,polo,,,short sleeves,,,,,
5723,Men Tshirts,5,,round,printed,default,,,,,,
5724,Men Tshirts,5,black,,,default,,,,,,
5725,Men Tshirts,5,,,solid,solid,short sleeves,,,,,
5726,Men Tshirts,5,,,printed,default,,,,,,
5727,Men Tshirts,5,default,,,solid,,,,,,
5728,Men Tshirts,5,default,polo,,,short sleeves,,,,,
5729,Men Tshirts,5,,round,printed,,,,,,,
5730,Men Tshirts,5,white,,printed,,short sleeves,,,,,
5731,Men Tshirts,5,white,round,printed,,short sleeves,,,,,
5732,Men Tshirts,5,multicolor,,solid,,,,,,,
5733,Men Tshirts,5,default,,printed,,short sleeves,,,,,
5734,Men Tshirts,5,multicolor,,printed,,,,,,,
5735,Men Tshirts,5,multicolor,polo,,,short sleeves,,,,,
5736,Men Tshirts,5,multicolor,,,solid,short sleeves,,,,,
5737,Men Tshirts,5,default,,printed,,short sleeves,,,,,
5738,Men Tshirts,5,default,,printed,typography,short sleeves,,,,,
5739,Men Tshirts,5,,,printed,typography,,,,,,
5740,Men Tshirts,5,,round,,typography,,,,,,
5741,Men Tshirts,5,,,printed,default,short sleeves,,,,,
5742,Men Tshirts,5,black,round,,typography,short sleeves,,,,,
5743,Men Tshirts,5,,round,printed,default,,,,,,
5744,Men Tshirts,5,black,round,,default,short sleeves,,,,,
5745,Men Tshirts,5,,,printed,,long sleeves,,,,,
5746,Men Tshirts,5,,polo,solid,,short sleeves,,,,,
5747,Men Tshirts,5,,,printed,default,short sleeves,,,,,
5748,Men Tshirts,5,default,,printed,,short sleeves,,,,,
5749,Men Tshirts,5,multicolor,round,,,,,,,,
5750,Men Tshirts,5,multicolor,,,solid,short sleeves,,,,,
5751,Men Tshirts,5,,,printed,typography,,,,,,
5752,Men Tshirts,5,default,,printed,,,,,,,
5753,Men Tshirts,5,,polo,solid,,,,,,,
5754,Men Tshirts,5,,polo,,solid,,,,,,
5755,Men Tshirts,5,default,polo,,,short sleeves,,,,,
5756,Men Tshirts,5,multicolor,round,,,,,,,,
5757,Men Tshirts,5,black,round,,default,,,,,,
5758,Men Tshirts,5,default,round,,default,,,,,,
5759,Men Tshirts,5,black,,,default,short sleeves,,,,,
5760,Men Tshirts,5,,,solid,solid,,,,,,
5761,Men Tshirts,5,black,round,,typography,,,,,,
5762,Men Tshirts,5,,,printed,default,,,,,,
5763,Men Tshirts,5,,,solid,solid,,,,,,
5764,Men Tshirts,5,,,solid,solid,,,,,,
