id,Category,len,color,fit_shape,length,neck_collar,occasion,pattern,print_or_pattern_type,sleeve_length,sleeve_styling,surface_styling
68921,Women Tops & Tunics,10,white,boxy,crop,round neck,casual,printed,typography,short sleeves,regular sleeves,waist tie-ups
68922,Women Tops & Tunics,10,red,fitted,crop,round neck,casual,solid,solid,short sleeves,regular sleeves,knitted
68923,Women Tops & Tunics,10,yellow,regular,regular,round neck,casual,solid,solid,three-quarter sleeves,,ruffles
68924,Women Tops & Tunics,10,,,,,,,,,puff sleeves,
68925,Women Tops & Tunics,10,,,regular,round neck,casual,,,long sleeves,,knitted
68926,Women Tops & Tunics,10,red,regular,regular,round neck,casual,printed,quirky,short sleeves,regular sleeves,default
68927,Women Tops & Tunics,10,pink,fitted,crop,round neck,casual,printed,quirky,sleeveless,sleeveless,
68928,Women Tops & Tunics,10,default,fitted,regular,v-neck,casual,solid,solid,long sleeves,regular sleeves,default
68929,Women Tops & Tunics,10,pink,boxy,crop,round neck,casual,printed,typography,short sleeves,regular sleeves,
68930,Women Tops & Tunics,10,pink,,crop,round neck,,printed,,,regular sleeves,
68931,Women Tops & Tunics,10,peach,,,,,solid,,short sleeves,,knitted
68932,Women Tops & Tunics,10,maroon,fitted,crop,square neck,,solid,solid,short sleeves,,
68933,Women Tops & Tunics,10,red,regular,regular,round neck,casual,solid,solid,three-quarter sleeves,regular sleeves,ruffles
68934,Women Tops & Tunics,10,,,,high,,,,,,
68935,Women Tops & Tunics,10,pink,,,,,default,,,regular sleeves,
68936,Women Tops & Tunics,10,black,default,,,,,,,,
68937,Women Tops & Tunics,10,,,,round neck,casual,printed,,,default,
68938,Women Tops & Tunics,10,black,fitted,crop,high,casual,solid,solid,short sleeves,regular sleeves,
68939,Women Tops & Tunics,10,black,fitted,,,,,,,,
68940,Women Tops & Tunics,10,black,fitted,regular,square neck,casual,printed,default,long sleeves,regular sleeves,ruffles
68941,Women Tops & Tunics,10,white,fitted,,,,,,,,
68942,Women Tops & Tunics,10,black,,,,,,solid,,regular sleeves,
68943,Women Tops & Tunics,10,black,,,,,solid,,long sleeves,regular sleeves,
68944,Women Tops & Tunics,10,red,default,regular,round neck,casual,solid,solid,long sleeves,regular sleeves,applique
68945,Women Tops & Tunics,10,,,crop,v-neck,,,,,,
68946,Women Tops & Tunics,10,navy blue,fitted,crop,square neck,casual,solid,solid,short sleeves,,default
68947,Women Tops & Tunics,10,blue,regular,regular,stylised,casual,solid,solid,short sleeves,puff sleeves,
68948,Women Tops & Tunics,10,,regular,,,,,,short sleeves,puff sleeves,
68949,Women Tops & Tunics,10,,,regular,,,,,short sleeves,puff sleeves,
68950,Women Tops & Tunics,10,maroon,regular,regular,round neck,casual,solid,solid,short sleeves,regular sleeves,tie-ups
68951,Women Tops & Tunics,10,default,regular,,,,,solid,,,
68952,Women Tops & Tunics,10,,fitted,crop,high,casual,,solid,,,
68953,Women Tops & Tunics,10,white,regular,crop,round neck,casual,printed,quirky,short sleeves,regular sleeves,waist tie-ups
68954,Women Tops & Tunics,10,maroon,regular,crop,round neck,party,printed,quirky,short sleeves,regular sleeves,
68955,Women Tops & Tunics,10,black,,,,,,,,,
68956,Women Tops & Tunics,10,default,,,,,,,,,
68957,Women Tops & Tunics,10,white,fitted,,,,,,,,
68958,Women Tops & Tunics,10,yellow,boxy,crop,round neck,casual,printed,graphic,short sleeves,regular sleeves,
68959,Women Tops & Tunics,10,blue,,,,,solid,,,puff sleeves,
68960,Women Tops & Tunics,10,maroon,default,,round neck,casual,solid,solid,long sleeves,regular sleeves,knitted
68961,Women Tops & Tunics,10,yellow,regular,crop,round neck,,printed,typography,short sleeves,regular sleeves,applique
68962,Women Tops & Tunics,10,pink,regular,,,,,solid,,,
68963,Women Tops & Tunics,10,,fitted,,,,solid,solid,,puff sleeves,
68964,Women Tops & Tunics,10,white,boxy,crop,round neck,casual,printed,typography,short sleeves,regular sleeves,
68965,Women Tops & Tunics,10,black,boxy,crop,round neck,casual,printed,typography,short sleeves,regular sleeves,
68966,Women Tops & Tunics,10,,,,,casual,,,short sleeves,default,knitted
68967,Women Tops & Tunics,10,maroon,regular,regular,stylised,casual,solid,solid,short sleeves,puff sleeves,
68968,Women Tops & Tunics,10,white,fitted,crop,high,casual,solid,solid,short sleeves,regular sleeves,
68969,Women Tops & Tunics,10,pink,boxy,crop,round neck,casual,printed,typography,long sleeves,regular sleeves,
68970,Women Tops & Tunics,10,pink,fitted,regular,round neck,casual,solid,solid,short sleeves,puff sleeves,
68971,Women Tops & Tunics,10,,regular,,square neck,casual,,solid,short sleeves,,
68972,Women Tops & Tunics,10,pink,fitted,,sweetheart neck,,,,,regular sleeves,
68973,Women Tops & Tunics,10,pink,,regular,sweetheart neck,casual,solid,,three-quarter sleeves,default,
68974,Women Tops & Tunics,10,green,regular,regular,,,,,long sleeves,regular sleeves,
68975,Women Tops & Tunics,10,,,regular,,casual,solid,,,puff sleeves,
68976,Women Tops & Tunics,10,multicolor,,,,,default,floral,three-quarter sleeves,,
68977,Women Tops & Tunics,10,white,regular,crop,round neck,casual,printed,typography,short sleeves,regular sleeves,tie-ups
68978,Women Tops & Tunics,10,pink,default,regular,round neck,casual,printed,floral,long sleeves,regular sleeves,ruffles
68979,Women Tops & Tunics,10,blue,,,,,,,,puff sleeves,
68980,Women Tops & Tunics,10,maroon,fitted,regular,high,casual,solid,solid,short sleeves,default,
68981,Women Tops & Tunics,10,default,,regular,square neck,,,,three-quarter sleeves,,
68982,Women Tops & Tunics,10,,fitted,,square neck,,,solid,,,
68983,Women Tops & Tunics,10,default,fitted,crop,round neck,casual,solid,solid,short sleeves,regular sleeves,knitted
68984,Women Tops & Tunics,10,pink,fitted,regular,round neck,casual,solid,solid,long sleeves,regular sleeves,
68985,Women Tops & Tunics,10,,,,,,,solid,,,default
68986,Women Tops & Tunics,10,pink,regular,regular,high,casual,printed,floral,short sleeves,default,
68987,Women Tops & Tunics,10,maroon,regular,regular,v-neck,casual,solid,solid,short sleeves,default,ruffles
68988,Women Tops & Tunics,10,multicolor,regular,regular,round neck,party,printed,typography,short sleeves,regular sleeves,default
68989,Women Tops & Tunics,10,navy blue,fitted,crop,v-neck,casual,solid,solid,long sleeves,regular sleeves,knitted
68990,Women Tops & Tunics,10,white,regular,regular,stylised,casual,solid,solid,short sleeves,default,ruffles
68991,Women Tops & Tunics,10,navy blue,fitted,crop,v-neck,casual,solid,solid,long sleeves,regular sleeves,knitted
68992,Women Tops & Tunics,10,black,regular,crop,default,casual,printed,typography,short sleeves,regular sleeves,
68993,Women Tops & Tunics,10,black,boxy,crop,round neck,casual,printed,graphic,short sleeves,regular sleeves,waist tie-ups
68994,Women Tops & Tunics,10,default,fitted,regular,high,casual,default,default,short sleeves,regular sleeves,
68995,Women Tops & Tunics,10,pink,regular,regular,round neck,casual,solid,solid,short sleeves,regular sleeves,
68996,Women Tops & Tunics,10,white,,regular,,,solid,solid,short sleeves,puff sleeves,ruffles
68997,Women Tops & Tunics,10,,,,high,,printed,,,regular sleeves,knitted
68998,Women Tops & Tunics,10,yellow,fitted,regular,round neck,casual,solid,solid,long sleeves,regular sleeves,applique
68999,Women Tops & Tunics,10,,fitted,regular,,casual,,,,puff sleeves,
69000,Women Tops & Tunics,10,white,boxy,crop,round neck,casual,printed,typography,short sleeves,regular sleeves,
69001,Women Tops & Tunics,10,green,,,,,,,,,knitted
69002,Women Tops & Tunics,10,black,regular,regular,round neck,casual,printed,graphic,short sleeves,regular sleeves,ruffles
69003,Women Tops & Tunics,10,,,,,,solid,,long sleeves,regular sleeves,
69004,Women Tops & Tunics,10,,,,default,,,,,,knitted
69005,Women Tops & Tunics,10,blue,regular,regular,round neck,casual,printed,floral,three-quarter sleeves,regular sleeves,default
69006,Women Tops & Tunics,10,,,,high,,,solid,,,
69007,Women Tops & Tunics,10,,,,high,,,,,regular sleeves,
69008,Women Tops & Tunics,10,default,boxy,crop,round neck,casual,printed,default,short sleeves,regular sleeves,default
69009,Women Tops & Tunics,10,black,fitted,regular,,,solid,solid,,puff sleeves,
69010,Women Tops & Tunics,10,black,regular,regular,round neck,casual,solid,solid,short sleeves,regular sleeves,ruffles
69011,Women Tops & Tunics,10,red,fitted,regular,round neck,casual,solid,solid,short sleeves,,knitted
69012,Women Tops & Tunics,10,yellow,boxy,crop,round neck,casual,printed,typography,short sleeves,regular sleeves,waist tie-ups
69013,Women Tops & Tunics,10,,,crop,high,,solid,solid,short sleeves,,
69014,Women Tops & Tunics,10,black,,regular,round neck,,solid,solid,short sleeves,,
69015,Women Tops & Tunics,10,navy blue,,,,,,solid,long sleeves,regular sleeves,
69016,Women Tops & Tunics,10,navy blue,fitted,crop,high,casual,solid,solid,long sleeves,regular sleeves,knitted
69017,Women Tops & Tunics,10,multicolor,fitted,crop,round neck,casual,default,default,short sleeves,regular sleeves,tie-ups
69018,Women Tops & Tunics,10,blue,regular,regular,stylised,casual,solid,solid,short sleeves,puff sleeves,
69019,Women Tops & Tunics,10,white,,,round neck,casual,,solid,,regular sleeves,knitted
69020,Women Tops & Tunics,10,multicolor,regular,crop,round neck,party,printed,graphic,short sleeves,regular sleeves,
69021,Women Tops & Tunics,10,pink,regular,regular,square neck,casual,solid,solid,short sleeves,puff sleeves,knitted
69022,Women Tops & Tunics,10,black,fitted,,sweetheart neck,,,,,,
69023,Women Tops & Tunics,10,black,,regular,stylised,,solid,,,puff sleeves,
69024,Women Tops & Tunics,10,,,,,,solid,,,puff sleeves,
69025,Women Tops & Tunics,10,blue,fitted,crop,round neck,casual,solid,solid,short sleeves,regular sleeves,knitted
69026,Women Tops & Tunics,10,black,regular,regular,round neck,,printed,typography,short sleeves,regular sleeves,applique
69027,Women Tops & Tunics,10,default,boxy,regular,round neck,casual,printed,typography,short sleeves,regular sleeves,
69028,Women Tops & Tunics,10,maroon,,,,casual,solid,,long sleeves,regular sleeves,
69029,Women Tops & Tunics,10,,fitted,,,,,,,default,
69030,Women Tops & Tunics,10,default,regular,regular,square neck,casual,solid,solid,three-quarter sleeves,regular sleeves,default
69031,Women Tops & Tunics,10,red,boxy,crop,round neck,casual,printed,typography,long sleeves,regular sleeves,
69032,Women Tops & Tunics,10,yellow,boxy,crop,round neck,casual,printed,graphic,long sleeves,regular sleeves,
69033,Women Tops & Tunics,10,,,,,casual,,,long sleeves,,applique
69034,Women Tops & Tunics,10,,,,round neck,,,,long sleeves,,
69035,Women Tops & Tunics,10,black,fitted,regular,sweetheart neck,casual,printed,default,short sleeves,,knitted
69036,Women Tops & Tunics,10,blue,regular,crop,,,,,long sleeves,regular sleeves,knitted
69037,Women Tops & Tunics,10,multicolor,,crop,v-neck,,default,,short sleeves,regular sleeves,waist tie-ups
69038,Women Tops & Tunics,10,black,boxy,crop,round neck,casual,printed,quirky,short sleeves,regular sleeves,
69039,Women Tops & Tunics,10,,,,round neck,,,solid,short sleeves,puff sleeves,
69040,Women Tops & Tunics,10,green,,,,,default,floral,three-quarter sleeves,,
69041,Women Tops & Tunics,10,yellow,fitted,regular,round neck,casual,solid,solid,long sleeves,regular sleeves,knitted
69042,Women Tops & Tunics,10,navy blue,fitted,regular,square neck,casual,solid,solid,three-quarter sleeves,,
69043,Women Tops & Tunics,10,,,,square neck,casual,,,,,
69044,Women Tops & Tunics,10,red,fitted,crop,sweetheart neck,,,,,puff sleeves,
69045,Women Tops & Tunics,10,pink,regular,crop,round neck,casual,printed,typography,short sleeves,regular sleeves,tie-ups
69046,Women Tops & Tunics,10,,regular,,square neck,casual,,,short sleeves,,knitted
69047,Women Tops & Tunics,10,white,,,,,solid,,short sleeves,,
69048,Women Tops & Tunics,10,black,regular,crop,round neck,casual,solid,solid,sleeveless,sleeveless,
69049,Women Tops & Tunics,10,yellow,regular,regular,stylised,casual,solid,solid,short sleeves,default,
69050,Women Tops & Tunics,10,yellow,boxy,crop,round neck,casual,printed,solid,long sleeves,regular sleeves,tie-ups
69051,Women Tops & Tunics,10,black,regular,regular,round neck,casual,default,default,short sleeves,regular sleeves,
69052,Women Tops & Tunics,10,peach,fitted,crop,round neck,casual,solid,solid,short sleeves,default,knitted
69053,Women Tops & Tunics,10,yellow,regular,regular,high,casual,solid,solid,long sleeves,regular sleeves,ruffles
69054,Women Tops & Tunics,10,black,fitted,regular,round neck,casual,solid,solid,three-quarter sleeves,default,knitted
69055,Women Tops & Tunics,10,,,regular,,,,solid,short sleeves,puff sleeves,
69056,Women Tops & Tunics,10,,fitted,regular,high,casual,,solid,,,
69057,Women Tops & Tunics,10,white,regular,regular,high,casual,default,default,short sleeves,regular sleeves,
69058,Women Tops & Tunics,10,black,fitted,regular,square neck,casual,printed,default,short sleeves,,default
69059,Women Tops & Tunics,10,black,fitted,crop,square neck,casual,solid,solid,long sleeves,regular sleeves,waist tie-ups
69060,Women Tops & Tunics,10,,,regular,square neck,,solid,solid,,,
69061,Women Tops & Tunics,10,black,fitted,regular,,casual,,,,regular sleeves,knitted
69062,Women Tops & Tunics,10,black,fitted,regular,square neck,casual,solid,solid,short sleeves,puff sleeves,ruffles
69063,Women Tops & Tunics,10,black,regular,regular,round neck,casual,solid,solid,long sleeves,puff sleeves,ruffles
69064,Women Tops & Tunics,10,pink,boxy,crop,round neck,casual,printed,typography,short sleeves,regular sleeves,
69065,Women Tops & Tunics,10,black,regular,regular,round neck,casual,solid,solid,long sleeves,regular sleeves,
69066,Women Tops & Tunics,10,,fitted,crop,v-neck,casual,solid,,short sleeves,,
69067,Women Tops & Tunics,10,,regular,regular,,casual,solid,,three-quarter sleeves,puff sleeves,
69068,Women Tops & Tunics,10,white,regular,crop,round neck,casual,printed,default,long sleeves,regular sleeves,tie-ups
69069,Women Tops & Tunics,10,,,,,,,,long sleeves,,
69070,Women Tops & Tunics,10,black,regular,regular,sweetheart neck,casual,solid,solid,short sleeves,,ruffles
69071,Women Tops & Tunics,10,white,regular,regular,round neck,casual,printed,floral,three-quarter sleeves,regular sleeves,default
69072,Women Tops & Tunics,10,,,,,,solid,,,puff sleeves,
69073,Women Tops & Tunics,10,,,,high,,default,,,sleeveless,
69074,Women Tops & Tunics,10,default,fitted,,high,casual,solid,,short sleeves,,
69075,Women Tops & Tunics,10,red,,,,casual,solid,,long sleeves,,
69076,Women Tops & Tunics,10,,,,,,,,,puff sleeves,
69077,Women Tops & Tunics,10,green,boxy,crop,round neck,casual,printed,graphic,short sleeves,regular sleeves,default
69078,Women Tops & Tunics,10,black,regular,regular,high,casual,printed,default,long sleeves,,tie-ups
69079,Women Tops & Tunics,10,maroon,regular,crop,default,casual,default,solid,long sleeves,regular sleeves,
69080,Women Tops & Tunics,10,,,,,,,,,,default
69081,Women Tops & Tunics,10,maroon,fitted,crop,round neck,casual,solid,solid,short sleeves,regular sleeves,applique
69082,Women Tops & Tunics,10,pink,fitted,crop,round neck,casual,solid,solid,short sleeves,regular sleeves,knitted
69083,Women Tops & Tunics,10,white,fitted,regular,high,casual,solid,solid,short sleeves,regular sleeves,knitted
69084,Women Tops & Tunics,10,green,fitted,crop,round neck,casual,solid,solid,long sleeves,regular sleeves,tie-ups
69085,Women Tops & Tunics,10,,regular,,,casual,,,short sleeves,puff sleeves,
69086,Women Tops & Tunics,10,,,,square neck,,solid,,,,
69087,Women Tops & Tunics,10,multicolor,regular,regular,round neck,party,printed,quirky,three-quarter sleeves,regular sleeves,waist tie-ups
69088,Women Tops & Tunics,10,yellow,fitted,regular,high,casual,solid,solid,short sleeves,,knitted
69089,Women Tops & Tunics,10,white,fitted,crop,high,casual,solid,solid,short sleeves,regular sleeves,
69090,Women Tops & Tunics,10,,fitted,,,casual,solid,,,puff sleeves,
69091,Women Tops & Tunics,10,pink,regular,crop,round neck,casual,printed,default,short sleeves,regular sleeves,tie-ups
69092,Women Tops & Tunics,10,default,regular,,round neck,casual,solid,solid,short sleeves,regular sleeves,
69093,Women Tops & Tunics,10,white,fitted,crop,v-neck,casual,solid,solid,long sleeves,regular sleeves,knitted
69094,Women Tops & Tunics,10,maroon,regular,regular,sweetheart neck,casual,solid,solid,short sleeves,puff sleeves,
69095,Women Tops & Tunics,10,maroon,fitted,regular,high,casual,default,default,short sleeves,regular sleeves,
69096,Women Tops & Tunics,10,yellow,boxy,crop,round neck,casual,printed,typography,short sleeves,regular sleeves,waist tie-ups
69097,Women Tops & Tunics,10,,,regular,square neck,,,,,,
69098,Women Tops & Tunics,10,blue,fitted,regular,round neck,casual,solid,solid,three-quarter sleeves,regular sleeves,knitted
69099,Women Tops & Tunics,10,white,regular,regular,high,casual,printed,default,short sleeves,default,
69100,Women Tops & Tunics,10,white,fitted,crop,,,,solid,,,
69101,Women Tops & Tunics,10,,,regular,,,solid,solid,short sleeves,default,
69102,Women Tops & Tunics,10,,,crop,v-neck,,solid,,long sleeves,,
69103,Women Tops & Tunics,10,,,regular,stylised,,solid,,,puff sleeves,
69104,Women Tops & Tunics,10,white,regular,crop,round neck,casual,printed,typography,short sleeves,regular sleeves,waist tie-ups
69105,Women Tops & Tunics,10,default,regular,,,,solid,solid,,,
69106,Women Tops & Tunics,10,black,regular,crop,round neck,casual,printed,graphic,long sleeves,default,tie-ups
69107,Women Tops & Tunics,10,maroon,regular,regular,square neck,casual,printed,default,short sleeves,regular sleeves,waist tie-ups
69108,Women Tops & Tunics,10,white,,,round neck,,,,,,
69109,Women Tops & Tunics,10,green,fitted,crop,round neck,casual,solid,solid,short sleeves,default,knitted
69110,Women Tops & Tunics,10,pink,,,,,,,,,
69111,Women Tops & Tunics,10,green,,,,,solid,solid,long sleeves,,
69112,Women Tops & Tunics,10,blue,fitted,regular,square neck,party,solid,solid,short sleeves,,knitted
69113,Women Tops & Tunics,10,,,,high,,,,,,
69114,Women Tops & Tunics,10,black,fitted,regular,round neck,casual,solid,solid,three-quarter sleeves,,knitted
69115,Women Tops & Tunics,10,white,fitted,regular,square neck,party,solid,solid,short sleeves,,knitted
69116,Women Tops & Tunics,10,black,,,,,,,,,
69117,Women Tops & Tunics,10,,,,round neck,,solid,,long sleeves,,knitted
69118,Women Tops & Tunics,10,,fitted,,high,,,solid,short sleeves,,knitted
69119,Women Tops & Tunics,10,,,regular,,casual,,,long sleeves,default,default
69120,Women Tops & Tunics,10,red,regular,crop,round neck,casual,printed,typography,long sleeves,regular sleeves,default
69121,Women Tops & Tunics,10,,,,,,,,three-quarter sleeves,,
69122,Women Tops & Tunics,10,,,regular,square neck,,,,,,
69123,Women Tops & Tunics,10,,,,default,,solid,,long sleeves,,tie-ups
69124,Women Tops & Tunics,10,multicolor,default,,,,printed,solid,,regular sleeves,
69125,Women Tops & Tunics,10,,,regular,square neck,,printed,,,puff sleeves,
69126,Women Tops & Tunics,10,default,regular,regular,round neck,casual,default,default,short sleeves,regular sleeves,
69127,Women Tops & Tunics,10,yellow,fitted,crop,round neck,casual,solid,solid,short sleeves,regular sleeves,knitted
69128,Women Tops & Tunics,10,white,regular,regular,round neck,casual,default,default,short sleeves,regular sleeves,knitted
69129,Women Tops & Tunics,10,default,regular,regular,round neck,casual,solid,solid,short sleeves,regular sleeves,ruffles
69130,Women Tops & Tunics,10,black,regular,regular,,casual,solid,,,default,
69131,Women Tops & Tunics,10,,fitted,,,,,,,puff sleeves,
69132,Women Tops & Tunics,10,white,boxy,crop,round neck,,,graphic,,regular sleeves,
69133,Women Tops & Tunics,10,default,regular,regular,square neck,casual,solid,solid,long sleeves,puff sleeves,ruffles
69134,Women Tops & Tunics,10,,fitted,,v-neck,,,,long sleeves,,
69135,Women Tops & Tunics,10,black,fitted,regular,v-neck,casual,solid,solid,short sleeves,puff sleeves,ruffles
69136,Women Tops & Tunics,10,red,fitted,regular,stylised,,,,,,
69137,Women Tops & Tunics,10,red,regular,crop,v-neck,casual,solid,solid,long sleeves,regular sleeves,
69138,Women Tops & Tunics,10,black,fitted,regular,,,solid,,short sleeves,,knitted
69139,Women Tops & Tunics,10,black,regular,regular,default,casual,printed,floral,three-quarter sleeves,regular sleeves,
69140,Women Tops & Tunics,10,black,fitted,crop,round neck,casual,solid,solid,short sleeves,regular sleeves,
69141,Women Tops & Tunics,10,green,regular,crop,round neck,casual,printed,typography,short sleeves,regular sleeves,ruffles
69142,Women Tops & Tunics,10,pink,fitted,,,,,,,puff sleeves,
69143,Women Tops & Tunics,10,green,fitted,crop,high,casual,solid,solid,long sleeves,regular sleeves,
69144,Women Tops & Tunics,10,white,regular,regular,high,casual,solid,solid,short sleeves,regular sleeves,
69145,Women Tops & Tunics,10,black,regular,regular,default,casual,solid,solid,short sleeves,default,ruffles
69146,Women Tops & Tunics,10,white,boxy,crop,round neck,casual,printed,typography,long sleeves,regular sleeves,
69147,Women Tops & Tunics,10,,,,,,,solid,,puff sleeves,knitted
69148,Women Tops & Tunics,10,maroon,,regular,square neck,,,solid,three-quarter sleeves,,
69149,Women Tops & Tunics,10,default,,,,,,,short sleeves,,
69150,Women Tops & Tunics,10,,,crop,high,casual,,,short sleeves,,
69151,Women Tops & Tunics,10,default,,,,,,solid,,,
69152,Women Tops & Tunics,10,pink,boxy,crop,round neck,casual,printed,typography,short sleeves,regular sleeves,
69153,Women Tops & Tunics,10,default,fitted,regular,high,casual,solid,solid,three-quarter sleeves,default,
69154,Women Tops & Tunics,10,white,,,,,,solid,,,
69155,Women Tops & Tunics,10,blue,boxy,crop,round neck,casual,printed,quirky,short sleeves,regular sleeves,
69156,Women Tops & Tunics,10,blue,fitted,regular,round neck,casual,solid,solid,short sleeves,,knitted
69157,Women Tops & Tunics,10,red,boxy,crop,round neck,casual,printed,typography,long sleeves,regular sleeves,
69158,Women Tops & Tunics,10,black,fitted,crop,high,casual,solid,solid,short sleeves,regular sleeves,
69159,Women Tops & Tunics,10,,fitted,,high,casual,printed,default,long sleeves,,
69160,Women Tops & Tunics,10,yellow,regular,regular,round neck,casual,solid,solid,three-quarter sleeves,default,applique
69161,Women Tops & Tunics,10,,,,,,,,long sleeves,,
69162,Women Tops & Tunics,10,,,,,,default,default,,,
69163,Women Tops & Tunics,10,black,fitted,crop,round neck,casual,printed,typography,sleeveless,sleeveless,
69164,Women Tops & Tunics,10,,fitted,,v-neck,,,solid,,,
69165,Women Tops & Tunics,10,white,fitted,regular,round neck,casual,solid,solid,long sleeves,regular sleeves,tie-ups
69166,Women Tops & Tunics,10,green,fitted,crop,high,casual,solid,solid,sleeveless,sleeveless,
69167,Women Tops & Tunics,10,pink,fitted,regular,stylised,casual,,solid,,puff sleeves,
69168,Women Tops & Tunics,10,,regular,,,,,,,default,
69169,Women Tops & Tunics,10,default,regular,crop,default,casual,solid,solid,sleeveless,sleeveless,
69170,Women Tops & Tunics,10,maroon,regular,crop,round neck,casual,default,default,long sleeves,regular sleeves,default
69171,Women Tops & Tunics,10,,,,,,,,three-quarter sleeves,,
69172,Women Tops & Tunics,10,maroon,fitted,crop,v-neck,casual,solid,solid,long sleeves,regular sleeves,knitted
69173,Women Tops & Tunics,10,black,boxy,crop,round neck,casual,printed,quirky,short sleeves,regular sleeves,default
69174,Women Tops & Tunics,10,,,regular,square neck,,,solid,,,
69175,Women Tops & Tunics,10,pink,regular,regular,round neck,casual,printed,floral,three-quarter sleeves,regular sleeves,tie-ups
69176,Women Tops & Tunics,10,green,regular,,,,,default,,,
69177,Women Tops & Tunics,10,,fitted,regular,high,casual,solid,,,regular sleeves,knitted
69178,Women Tops & Tunics,10,multicolor,regular,regular,round neck,casual,solid,solid,three-quarter sleeves,default,ruffles
69179,Women Tops & Tunics,10,default,fitted,regular,square neck,casual,solid,solid,three-quarter sleeves,,
69180,Women Tops & Tunics,10,white,fitted,regular,round neck,casual,printed,graphic,long sleeves,regular sleeves,
69181,Women Tops & Tunics,10,,,,round neck,,solid,,,puff sleeves,
69182,Women Tops & Tunics,10,pink,regular,regular,default,casual,printed,floral,three-quarter sleeves,regular sleeves,
69183,Women Tops & Tunics,10,,,regular,v-neck,,,solid,long sleeves,,
69184,Women Tops & Tunics,10,pink,fitted,regular,round neck,casual,solid,solid,short sleeves,,knitted
69185,Women Tops & Tunics,10,,fitted,crop,,,printed,default,,,knitted
69186,Women Tops & Tunics,10,,,,high,,solid,,,,
69187,Women Tops & Tunics,10,default,regular,regular,,,,,,puff sleeves,
69188,Women Tops & Tunics,10,green,fitted,crop,round neck,casual,solid,solid,short sleeves,default,knitted
69189,Women Tops & Tunics,10,white,fitted,regular,,casual,solid,solid,short sleeves,puff sleeves,ruffles
69190,Women Tops & Tunics,10,default,boxy,crop,round neck,casual,printed,graphic,short sleeves,regular sleeves,
69191,Women Tops & Tunics,10,,fitted,regular,high,casual,,solid,,,
69192,Women Tops & Tunics,10,black,boxy,crop,round neck,casual,printed,typography,short sleeves,regular sleeves,
69193,Women Tops & Tunics,10,white,fitted,crop,round neck,casual,solid,solid,short sleeves,regular sleeves,
69194,Women Tops & Tunics,10,white,fitted,crop,v-neck,casual,solid,solid,long sleeves,regular sleeves,knitted
69195,Women Tops & Tunics,10,multicolor,regular,crop,round neck,casual,printed,graphic,short sleeves,regular sleeves,waist tie-ups
69196,Women Tops & Tunics,10,navy blue,default,crop,high,casual,solid,solid,short sleeves,regular sleeves,knitted
69197,Women Tops & Tunics,10,white,fitted,,,,,solid,,,
69198,Women Tops & Tunics,10,black,regular,regular,round neck,casual,solid,solid,long sleeves,regular sleeves,tie-ups
69199,Women Tops & Tunics,10,maroon,fitted,regular,default,casual,solid,solid,short sleeves,regular sleeves,
69200,Women Tops & Tunics,10,yellow,regular,crop,round neck,casual,printed,quirky,short sleeves,regular sleeves,waist tie-ups
69201,Women Tops & Tunics,10,yellow,boxy,crop,round neck,casual,printed,quirky,short sleeves,regular sleeves,
69202,Women Tops & Tunics,10,black,regular,,,,solid,solid,,,
69203,Women Tops & Tunics,10,,,,round neck,casual,printed,,,regular sleeves,default
69204,Women Tops & Tunics,10,multicolor,default,crop,,casual,solid,solid,sleeveless,,
69205,Women Tops & Tunics,10,yellow,fitted,regular,sweetheart neck,casual,solid,solid,short sleeves,puff sleeves,
69206,Women Tops & Tunics,10,,,regular,,,,,,puff sleeves,
69207,Women Tops & Tunics,10,white,boxy,crop,round neck,casual,printed,quirky,short sleeves,regular sleeves,waist tie-ups
69208,Women Tops & Tunics,10,pink,,,,,,,,,
69209,Women Tops & Tunics,10,blue,fitted,crop,,,,,long sleeves,,
69210,Women Tops & Tunics,10,black,default,,default,,,floral,three-quarter sleeves,regular sleeves,default
69211,Women Tops & Tunics,10,red,fitted,regular,round neck,casual,solid,solid,short sleeves,,knitted
69212,Women Tops & Tunics,10,default,fitted,regular,round neck,casual,default,default,short sleeves,regular sleeves,default
69213,Women Tops & Tunics,10,black,fitted,regular,sweetheart neck,casual,solid,solid,short sleeves,puff sleeves,ruffles
69214,Women Tops & Tunics,10,black,,,,,,,,,
69215,Women Tops & Tunics,10,,,,,,,,sleeveless,regular sleeves,
69216,Women Tops & Tunics,10,default,regular,,,,solid,solid,short sleeves,,
69217,Women Tops & Tunics,10,peach,fitted,crop,round neck,casual,solid,solid,short sleeves,regular sleeves,knitted
69218,Women Tops & Tunics,10,white,boxy,crop,round neck,,printed,quirky,long sleeves,regular sleeves,
69219,Women Tops & Tunics,10,,,,round neck,,default,,,,
69220,Women Tops & Tunics,10,peach,fitted,regular,high,casual,solid,solid,long sleeves,regular sleeves,knitted
69221,Women Tops & Tunics,10,yellow,fitted,regular,square neck,casual,solid,solid,short sleeves,puff sleeves,knitted
69222,Women Tops & Tunics,10,white,boxy,crop,round neck,casual,printed,typography,short sleeves,regular sleeves,
69223,Women Tops & Tunics,10,,,,,,,,,default,
69224,Women Tops & Tunics,10,white,default,crop,high,casual,solid,solid,short sleeves,regular sleeves,
69225,Women Tops & Tunics,10,default,,regular,,,,solid,short sleeves,default,
