id,Category,len,blouse_pattern,border,border_width,color,occasion,ornamentation,pallu_details,pattern,print_or_pattern_type,transparency
25011,Sarees,10,same as saree,woven design,no border,multicolor,party,jacquard,woven design,zari woven,,no
25012,Sarees,10,same as saree,woven design,small border,multicolor,party,jacquard,woven design,zari woven,,no
25013,Sarees,10,same as border,temple border,big border,navy blue,party,,zari woven,solid,solid,no
25014,Sarees,10,,zari,small border,cream,party,,,zari woven,floral,no
25015,Sarees,10,default,woven design,big border,default,traditional,,,default,default,no
25016,Sarees,10,same as saree,woven design,big border,multicolor,party,jacquard,woven design,zari woven,,no
25017,Sarees,10,,zari,small border,cream,traditional,,,zari woven,floral,yes
25018,Sarees,10,,zari,small border,cream,party,,,zari woven,floral,no
25019,Sarees,10,solid,zari,small border,yellow,party,,same as saree,default,ethnic motif,yes
25020,Sarees,10,same as border,zari,big border,navy blue,party,jacquard,default,solid,solid,no
25021,Sarees,10,,woven design,,multicolor,wedding,,,,,no
25022,Sarees,10,,default,,default,daily,,same as saree,default,default,no
25023,Sarees,10,default,woven design,big border,multicolor,daily,,same as saree,zari woven,default,no
25024,Sarees,10,,temple border,small border,navy blue,party,,,zari woven,floral,no
25025,Sarees,10,same as border,default,small border,default,party,default,same as saree,zari woven,peacock,no
25026,Sarees,10,,woven design,small border,cream,party,,,zari woven,elephant,yes
25027,Sarees,10,,woven design,small border,white,party,,,woven design,floral,no
25028,Sarees,10,,zari,big border,pink,traditional,,zari woven,zari woven,default,no
25029,Sarees,10,,zari,small border,cream,party,,,zari woven,floral,yes
25030,Sarees,10,same as saree,woven design,small border,multicolor,party,jacquard,woven design,zari woven,applique,no
25031,Sarees,10,,zari,small border,cream,party,,,zari woven,ethnic motif,no
25032,Sarees,10,,temple border,small border,white,party,,,zari woven,peacock,yes
25033,Sarees,10,,zari,small border,cream,party,,,zari woven,peacock,yes
25034,Sarees,10,same as saree,woven design,small border,multicolor,party,jacquard,woven design,zari woven,,no
25035,Sarees,10,same as saree,zari,small border,default,party,,,zari woven,default,no
25036,Sarees,10,,zari,small border,cream,party,,,zari woven,floral,no
25037,Sarees,10,,woven design,,multicolor,wedding,,,,,no
25038,Sarees,10,,zari,small border,cream,party,,,zari woven,floral,no
25039,Sarees,10,same as saree,woven design,small border,multicolor,party,jacquard,woven design,zari woven,,no
25040,Sarees,10,default,no border,no border,default,party,,zari woven,zari woven,default,no
25041,Sarees,10,,woven design,big border,green,daily,,,,,no
25042,Sarees,10,same as saree,woven design,small border,multicolor,party,jacquard,woven design,zari woven,,no
25043,Sarees,10,,zari,small border,cream,party,,,zari woven,elephant,yes
25044,Sarees,10,,woven design,big border,default,daily,,,zari woven,default,no
25045,Sarees,10,same as saree,woven design,big border,multicolor,party,jacquard,woven design,zari woven,,no
25046,Sarees,10,,zari,small border,cream,party,,,zari woven,peacock,no
25047,Sarees,10,,zari,big border,yellow,traditional,,,zari woven,ethnic motif,no
25048,Sarees,10,same as saree,zari,small border,cream,party,jacquard,same as saree,zari woven,peacock,no
25049,Sarees,10,same as saree,woven design,small border,multicolor,party,jacquard,woven design,zari woven,applique,no
25050,Sarees,10,same as border,temple border,small border,default,daily,jacquard,zari woven,solid,solid,yes
25051,Sarees,10,,zari,small border,cream,party,,,zari woven,floral,no
25052,Sarees,10,,zari,small border,cream,traditional,,,zari woven,floral,no
25053,Sarees,10,,zari,small border,cream,party,,,zari woven,peacock,no
25054,Sarees,10,,zari,small border,white,traditional,,,zari woven,ethnic motif,no
25055,Sarees,10,same as border,zari,big border,default,party,,zari woven,solid,solid,yes
25056,Sarees,10,,zari,small border,white,party,,,zari woven,ethnic motif,no
25057,Sarees,10,,zari,small border,cream,traditional,,,zari woven,elephant,no
25058,Sarees,10,,zari,small border,cream,party,,,zari woven,floral,no
25059,Sarees,10,same as border,zari,big border,default,party,,zari woven,solid,solid,yes
25060,Sarees,10,,zari,small border,white,traditional,,,zari woven,ethnic motif,no
25061,Sarees,10,default,zari,big border,default,party,,zari woven,zari woven,default,no
25062,Sarees,10,same as saree,zari,small border,white,party,jacquard,woven design,zari woven,peacock,no
25063,Sarees,10,same as border,woven design,big border,default,traditional,,same as saree,zari woven,ethnic motif,no
25064,Sarees,10,,zari,small border,white,party,,,zari woven,ethnic motif,no
25065,Sarees,10,,default,,multicolor,,,,,,no
25066,Sarees,10,,default,small border,default,daily,,,zari woven,default,no
25067,Sarees,10,,default,,multicolor,,,,,,no
25068,Sarees,10,same as border,woven design,small border,default,wedding,,same as saree,default,default,no
25069,Sarees,10,,zari,small border,white,party,,,zari woven,floral,no
25070,Sarees,10,,zari,small border,white,party,,,zari woven,floral,no
25071,Sarees,10,,zari,big border,white,party,,,zari woven,peacock,no
25072,Sarees,10,,woven design,big border,default,traditional,,same as saree,zari woven,ethnic motif,no
25073,Sarees,10,same as saree,woven design,no border,multicolor,party,jacquard,woven design,zari woven,,no
25074,Sarees,10,same as border,temple border,big border,navy blue,party,,zari woven,solid,solid,yes
25075,Sarees,10,default,temple border,small border,multicolor,traditional,default,same as saree,default,default,no
25076,Sarees,10,same as border,temple border,big border,default,party,,zari woven,solid,solid,no
25077,Sarees,10,same as saree,woven design,small border,multicolor,party,jacquard,woven design,zari woven,applique,no
25078,Sarees,10,,zari,small border,cream,party,,,zari woven,botanical,yes
25079,Sarees,10,,zari,small border,white,party,,,zari woven,peacock,yes
25080,Sarees,10,,temple border,big border,yellow,traditional,,,woven design,ethnic motif,no
25081,Sarees,10,same as saree,woven design,small border,multicolor,party,jacquard,woven design,zari woven,applique,no
25082,Sarees,10,,zari,big border,default,party,,zari woven,zari woven,default,no
25083,Sarees,10,,zari,small border,white,party,,,woven design,botanical,yes
25084,Sarees,10,same as border,woven design,big border,multicolor,wedding,,,zari woven,ethnic motif,no
25085,Sarees,10,,woven design,small border,multicolor,wedding,,same as saree,zari woven,default,no
25086,Sarees,10,,,,,,,,,default,
25087,Sarees,10,,zari,small border,white,party,,same as saree,zari woven,ethnic motif,no
25088,Sarees,10,,zari,,,traditional,,,,peacock,no
25089,Sarees,10,,zari,small border,cream,traditional,,,zari woven,peacock,no
25090,Sarees,10,,woven design,,multicolor,daily,,,,,no
25091,Sarees,10,,zari,small border,cream,traditional,,,zari woven,peacock,yes
25092,Sarees,10,,woven design,,multicolor,traditional,,,,,no
25093,Sarees,10,,,,,,,zari woven,,,
25094,Sarees,10,,zari,small border,white,party,,,zari woven,elephant,no
25095,Sarees,10,,zari,small border,white,party,,,zari woven,floral,no
25096,Sarees,10,,zari,small border,cream,party,,,zari woven,peacock,no
25097,Sarees,10,same as saree,woven design,big border,default,wedding,,same as saree,default,ethnic motif,no
25098,Sarees,10,same as saree,woven design,big border,multicolor,party,jacquard,woven design,zari woven,,no
25099,Sarees,10,same as saree,zari,small border,white,party,jacquard,woven design,zari woven,peacock,no
25100,Sarees,10,same as saree,woven design,big border,multicolor,party,jacquard,woven design,zari woven,,no
25101,Sarees,10,,zari,small border,cream,party,,,zari woven,elephant,no
25102,Sarees,10,default,woven design,big border,default,wedding,,zari woven,zari woven,default,no
25103,Sarees,10,,zari,small border,white,party,,,zari woven,floral,no
25104,Sarees,10,,zari,small border,cream,party,,,zari woven,floral,yes
25105,Sarees,10,,woven design,big border,multicolor,traditional,,,zari woven,default,no
25106,Sarees,10,,zari,small border,cream,party,,,zari woven,floral,yes
25107,Sarees,10,,zari,small border,cream,party,,,zari woven,ethnic motif,no
25108,Sarees,10,same as saree,temple border,small border,white,party,jacquard,woven design,zari woven,peacock,no
25109,Sarees,10,,zari,big border,,,default,,,default,no
25110,Sarees,10,same as saree,woven design,big border,default,traditional,,same as saree,default,ethnic motif,no
25111,Sarees,10,,woven design,,multicolor,traditional,,,,,no
25112,Sarees,10,same as saree,woven design,big border,multicolor,party,jacquard,woven design,zari woven,,no
25113,Sarees,10,same as saree,woven design,big border,multicolor,party,jacquard,woven design,zari woven,,no
25114,Sarees,10,same as saree,woven design,big border,multicolor,party,jacquard,woven design,zari woven,,no
25115,Sarees,10,,zari,big border,navy blue,party,,,zari woven,floral,no
25116,Sarees,10,,zari,small border,cream,party,,,zari woven,ethnic motif,yes
25117,Sarees,10,same as saree,zari,small border,cream,party,jacquard,woven design,zari woven,floral,no
25118,Sarees,10,,zari,small border,cream,party,,,zari woven,floral,no
25119,Sarees,10,,zari,small border,white,party,,,zari woven,floral,no
25120,Sarees,10,same as saree,woven design,big border,multicolor,party,jacquard,woven design,zari woven,,no
25121,Sarees,10,,zari,big border,pink,traditional,,zari woven,zari woven,ethnic motif,no
25122,Sarees,10,,zari,small border,cream,party,,,zari woven,ethnic motif,no
25123,Sarees,10,,solid,big border,white,traditional,,,printed,floral,no
25124,Sarees,10,,zari,big border,pink,traditional,,,woven design,ethnic motif,no
25125,Sarees,10,,zari,small border,cream,party,,,zari woven,floral,yes
25126,Sarees,10,,zari,small border,cream,party,,,zari woven,default,no
25127,Sarees,10,same as saree,woven design,small border,multicolor,party,jacquard,woven design,zari woven,,no
25128,Sarees,10,,zari,small border,cream,traditional,,,zari woven,peacock,no
25129,Sarees,10,,default,,default,,,,,,no
25130,Sarees,10,same as saree,woven design,big border,default,traditional,,same as saree,zari woven,ethnic motif,no
25131,Sarees,10,,zari,small border,white,party,,,zari woven,elephant,no
25132,Sarees,10,,woven design,,multicolor,traditional,,,,,no
25133,Sarees,10,,woven design,,multicolor,wedding,,,,,no
25134,Sarees,10,same as saree,woven design,small border,multicolor,party,jacquard,woven design,zari woven,applique,no
25135,Sarees,10,,zari,small border,cream,party,,,zari woven,floral,yes
25136,Sarees,10,default,no border,no border,default,party,,zari woven,zari woven,default,no
25137,Sarees,10,same as border,zari,big border,pink,traditional,,zari woven,zari woven,ethnic motif,no
25138,Sarees,10,same as border,woven design,small border,default,daily,,same as saree,zari woven,default,no
25139,Sarees,10,same as saree,woven design,big border,multicolor,party,jacquard,woven design,zari woven,,no
25140,Sarees,10,,zari,small border,white,party,,,zari woven,floral,no
25141,Sarees,10,same as saree,woven design,big border,multicolor,party,jacquard,woven design,zari woven,,no
25142,Sarees,10,,zari,small border,cream,party,,,zari woven,floral,no
25143,Sarees,10,,zari,big border,green,traditional,,,zari woven,default,no
25144,Sarees,10,same as saree,no border,no border,default,party,,zari woven,zari woven,default,no
25145,Sarees,10,same as saree,woven design,small border,multicolor,party,jacquard,woven design,zari woven,applique,no
25146,Sarees,10,same as saree,woven design,big border,multicolor,party,jacquard,woven design,zari woven,,no
25147,Sarees,10,,default,,multicolor,,,,,,no
25148,Sarees,10,same as saree,woven design,,multicolor,party,jacquard,woven design,zari woven,applique,no
25149,Sarees,10,,zari,small border,white,traditional,,,zari woven,elephant,no
25150,Sarees,10,,zari,small border,white,party,,,zari woven,elephant,no
25151,Sarees,10,,zari,small border,cream,party,,,zari woven,peacock,no
25152,Sarees,10,,default,,multicolor,,,,,,no
25153,Sarees,10,default,no border,no border,default,party,,same as saree,zari woven,default,no
25154,Sarees,10,,zari,small border,cream,party,,,zari woven,peacock,no
25155,Sarees,10,same as border,no border,no border,default,party,tassels and latkans,,zari woven,default,no
25156,Sarees,10,,zari,small border,cream,traditional,,,zari woven,ethnic motif,yes
25157,Sarees,10,same as saree,woven design,big border,multicolor,party,jacquard,woven design,zari woven,,no
25158,Sarees,10,,,small border,,,,,,peacock,
25159,Sarees,10,,,,,,default,,,,
25160,Sarees,10,,zari,small border,white,traditional,,,zari woven,elephant,yes
25161,Sarees,10,same as saree,woven design,big border,multicolor,party,jacquard,woven design,zari woven,,no
25162,Sarees,10,default,zari,big border,default,traditional,,zari woven,zari woven,default,no
25163,Sarees,10,,woven design,big border,default,daily,,same as saree,zari woven,ethnic motif,no
25164,Sarees,10,,default,,default,,,same as saree,default,default,no
25165,Sarees,10,,zari,big border,pink,traditional,,zari woven,zari woven,ethnic motif,no
25166,Sarees,10,same as saree,woven design,small border,multicolor,party,jacquard,woven design,zari woven,applique,no
25167,Sarees,10,same as border,zari,small border,default,traditional,jacquard,same as saree,zari woven,ethnic motif,no
25168,Sarees,10,same as border,zari,small border,default,traditional,default,zari woven,zari woven,ethnic motif,no
25169,Sarees,10,,temple border,small border,white,party,,,zari woven,peacock,no
25170,Sarees,10,same as saree,zari,small border,cream,traditional,jacquard,woven design,zari woven,peacock,no
25171,Sarees,10,same as saree,woven design,big border,multicolor,party,jacquard,woven design,zari woven,,no
25172,Sarees,10,,,,multicolor,,,zari woven,,,
25173,Sarees,10,same as border,zari,big border,default,party,,zari woven,solid,solid,yes
25174,Sarees,10,same as border,zari,big border,default,daily,jacquard,zari woven,solid,solid,no
25175,Sarees,10,,woven design,,pink,traditional,,,zari woven,ethnic motif,no
25176,Sarees,10,same as saree,zari,small border,cream,party,,,zari woven,ethnic motif,yes
25177,Sarees,10,same as border,woven design,big border,default,traditional,,,zari woven,default,no
25178,Sarees,10,default,zari,big border,default,traditional,,zari woven,zari woven,default,no
25179,Sarees,10,,zari,small border,cream,party,,,zari woven,floral,no
25180,Sarees,10,,woven design,big border,multicolor,wedding,,default,woven design,default,no
25181,Sarees,10,,woven design,,multicolor,traditional,,,,,no
25182,Sarees,10,,zari,small border,cream,party,,,zari woven,default,yes
25183,Sarees,10,default,no border,no border,default,party,,same as saree,zari woven,default,no
25184,Sarees,10,,zari,small border,cream,party,,,zari woven,floral,no
25185,Sarees,10,same as saree,woven design,small border,multicolor,party,jacquard,woven design,zari woven,applique,no
25186,Sarees,10,,no border,no border,green,party,,zari woven,zari woven,ethnic motif,no
25187,Sarees,10,same as saree,woven design,big border,multicolor,party,jacquard,woven design,zari woven,,no
25188,Sarees,10,same as saree,woven design,big border,multicolor,party,jacquard,woven design,zari woven,,no
25189,Sarees,10,same as saree,woven design,big border,multicolor,party,jacquard,woven design,zari woven,,no
25190,Sarees,10,same as saree,zari,small border,white,traditional,jacquard,woven design,zari woven,peacock,yes
25191,Sarees,10,,zari,small border,cream,party,,,zari woven,floral,no
25192,Sarees,10,,zari,small border,cream,party,,,zari woven,floral,no
25193,Sarees,10,,zari,small border,white,traditional,,,zari woven,ethnic motif,no
25194,Sarees,10,default,no border,no border,default,party,,zari woven,zari woven,default,no
25195,Sarees,10,,zari,small border,white,party,,,zari woven,elephant,yes
25196,Sarees,10,same as saree,woven design,big border,multicolor,party,jacquard,woven design,zari woven,,no
25197,Sarees,10,,woven design,small border,default,traditional,,,zari woven,default,no
25198,Sarees,10,,zari,small border,white,traditional,,,zari woven,ethnic motif,no
25199,Sarees,10,,default,,multicolor,,,,,,no
25200,Sarees,10,,zari,small border,cream,party,,,zari woven,floral,no
25201,Sarees,10,same as saree,woven design,big border,multicolor,party,jacquard,woven design,zari woven,,no
25202,Sarees,10,default,zari,big border,multicolor,traditional,,,default,default,no
25203,Sarees,10,,default,,multicolor,,,,,,no
25204,Sarees,10,,,,,,jacquard,,,,
25205,Sarees,10,,woven design,big border,multicolor,wedding,,default,woven design,default,no
25206,Sarees,10,,woven design,big border,default,party,,,zari woven,default,no
25207,Sarees,10,,zari,small border,cream,party,,,zari woven,default,yes
25208,Sarees,10,,zari,small border,white,party,,,zari woven,elephant,yes
25209,Sarees,10,,solid,small border,cream,traditional,,,woven design,floral,yes
25210,Sarees,10,,zari,small border,cream,party,,,zari woven,ethnic motif,yes
25211,Sarees,10,,default,,default,party,,zari woven,zari woven,default,no
25212,Sarees,10,,woven design,,default,party,,,default,default,no
25213,Sarees,10,,zari,small border,cream,party,,,zari woven,floral,no
25214,Sarees,10,,zari,small border,white,party,,,zari woven,floral,no
25215,Sarees,10,,zari,small border,cream,party,,,zari woven,peacock,yes
25216,Sarees,10,same as saree,woven design,big border,multicolor,party,jacquard,woven design,zari woven,,no
25217,Sarees,10,,woven design,,multicolor,traditional,,,,,no
25218,Sarees,10,,woven design,small border,white,party,,,woven design,floral,no
25219,Sarees,10,same as border,zari,big border,default,daily,jacquard,default,solid,solid,no
25220,Sarees,10,default,zari,big border,default,traditional,,zari woven,zari woven,ethnic motif,no
25221,Sarees,10,same as border,zari,small border,default,traditional,,zari woven,zari woven,ethnic motif,no
25222,Sarees,10,,zari,small border,white,party,,,zari woven,elephant,no
25223,Sarees,10,same as border,zari,small border,multicolor,daily,,woven design,woven design,default,no
25224,Sarees,10,default,zari,small border,default,traditional,,same as saree,default,default,no
25225,Sarees,10,,zari,small border,cream,party,,,zari woven,botanical,no
25226,Sarees,10,,zari,small border,cream,party,,,zari woven,default,no
25227,Sarees,10,same as saree,temple border,big border,navy blue,daily,,zari woven,woven design,default,no
25228,Sarees,10,,zari,small border,white,party,,,zari woven,peacock,yes
25229,Sarees,10,,temple border,small border,white,party,,,zari woven,peacock,no
25230,Sarees,10,,zari,small border,cream,party,,,zari woven,floral,yes
25231,Sarees,10,,woven design,,multicolor,daily,,,,,no
25232,Sarees,10,,zari,small border,white,party,,,zari woven,peacock,yes
25233,Sarees,10,solid,zari,big border,default,party,jacquard,zari woven,solid,solid,no
25234,Sarees,10,same as saree,woven design,big border,multicolor,party,jacquard,woven design,zari woven,,no
25235,Sarees,10,,zari,small border,white,party,,,zari woven,elephant,no
25236,Sarees,10,same as border,woven design,small border,default,traditional,,same as saree,zari woven,ethnic motif,no
25237,Sarees,10,default,no border,no border,default,party,jacquard,same as saree,zari woven,default,no
25238,Sarees,10,,zari,big border,default,traditional,,,zari woven,default,no
25239,Sarees,10,,zari,small border,cream,traditional,,,zari woven,floral,yes
25240,Sarees,10,,zari,small border,white,party,,,zari woven,floral,no
25241,Sarees,10,same as saree,zari,small border,cream,traditional,jacquard,woven design,zari woven,peacock,no
25242,Sarees,10,,,,green,party,,same as saree,zari woven,floral,no
25243,Sarees,10,same as saree,zari,small border,cream,party,,,zari woven,peacock,yes
25244,Sarees,10,same as saree,woven design,small border,multicolor,party,jacquard,woven design,zari woven,applique,no
25245,Sarees,10,same as border,default,big border,default,traditional,,same as saree,zari woven,ethnic motif,no
25246,Sarees,10,same as border,zari,big border,navy blue,party,,zari woven,solid,solid,no
25247,Sarees,10,,zari,small border,cream,party,,,zari woven,floral,yes
25248,Sarees,10,same as saree,zari,small border,cream,party,jacquard,woven design,zari woven,floral,no
25249,Sarees,10,,zari,big border,default,traditional,,,zari woven,default,no
25250,Sarees,10,,zari,small border,cream,party,,,zari woven,elephant,no
25251,Sarees,10,,temple border,small border,cream,party,,,zari woven,floral,yes
25252,Sarees,10,same as saree,zari,small border,white,traditional,jacquard,woven design,zari woven,elephant,yes
25253,Sarees,10,default,default,big border,default,daily,,same as saree,default,default,no
25254,Sarees,10,,woven design,small border,default,traditional,,same as saree,default,default,no
25255,Sarees,10,,,,default,wedding,,,zari woven,default,no
25256,Sarees,10,same as saree,woven design,small border,multicolor,party,jacquard,woven design,zari woven,applique,no
25257,Sarees,10,,woven design,,multicolor,traditional,,,,,no
25258,Sarees,10,,zari,small border,cream,party,,,zari woven,default,no
25259,Sarees,10,,zari,small border,cream,party,,,zari woven,floral,no
25260,Sarees,10,,zari,small border,cream,traditional,,,zari woven,default,yes
25261,Sarees,10,same as saree,zari,small border,cream,party,jacquard,woven design,zari woven,ethnic motif,no
25262,Sarees,10,default,zari,big border,default,traditional,,zari woven,zari woven,default,no
25263,Sarees,10,,woven design,big border,multicolor,wedding,,default,woven design,default,no
25264,Sarees,10,,zari,small border,white,party,,,zari woven,elephant,no
25265,Sarees,10,same as saree,woven design,small border,multicolor,party,jacquard,woven design,zari woven,applique,no
25266,Sarees,10,,zari,small border,cream,party,,,zari woven,ethnic motif,yes
25267,Sarees,10,,temple border,small border,cream,party,,,zari woven,peacock,no
25268,Sarees,10,same as saree,zari,big border,default,party,,zari woven,solid,solid,no
25269,Sarees,10,same as saree,woven design,small border,multicolor,party,jacquard,woven design,zari woven,applique,no
25270,Sarees,10,default,zari,big border,default,traditional,,,zari woven,ethnic motif,no
25271,Sarees,10,same as saree,zari,small border,cream,party,jacquard,woven design,zari woven,elephant,no
25272,Sarees,10,same as saree,woven design,small border,multicolor,party,jacquard,woven design,zari woven,,no
25273,Sarees,10,,zari,big border,pink,traditional,,,zari woven,ethnic motif,no
25274,Sarees,10,same as saree,woven design,small border,multicolor,party,jacquard,woven design,zari woven,,no
25275,Sarees,10,same as border,woven design,big border,default,traditional,,same as saree,zari woven,ethnic motif,no
25276,Sarees,10,same as border,temple border,big border,yellow,party,,zari woven,solid,solid,yes
25277,Sarees,10,same as saree,woven design,big border,multicolor,party,jacquard,woven design,zari woven,,no
25278,Sarees,10,,default,,default,daily,,zari woven,zari woven,default,no
25279,Sarees,10,same as saree,woven design,big border,multicolor,party,jacquard,woven design,zari woven,,no
25280,Sarees,10,same as saree,woven design,small border,multicolor,party,jacquard,woven design,zari woven,,no
25281,Sarees,10,same as border,woven design,big border,multicolor,traditional,tassels and latkans,same as saree,zari woven,ethnic motif,no
25282,Sarees,10,,woven design,big border,default,wedding,,,zari woven,default,no
25283,Sarees,10,default,zari,big border,default,traditional,,,zari woven,ethnic motif,no
25284,Sarees,10,same as saree,woven design,small border,multicolor,party,jacquard,woven design,zari woven,applique,no
25285,Sarees,10,same as saree,woven design,no border,multicolor,party,jacquard,woven design,zari woven,,no
25286,Sarees,10,,zari,small border,cream,party,,,zari woven,floral,yes
25287,Sarees,10,same as border,woven design,small border,default,,,same as saree,zari woven,ethnic motif,no
25288,Sarees,10,,woven design,,multicolor,wedding,,,,,no
25289,Sarees,10,,zari,small border,white,traditional,,,zari woven,floral,yes
25290,Sarees,10,same as saree,woven design,small border,multicolor,party,jacquard,woven design,zari woven,applique,no
25291,Sarees,10,,zari,small border,cream,party,,,zari woven,floral,no
25292,Sarees,10,,zari,small border,white,traditional,,,zari woven,ethnic motif,no
25293,Sarees,10,,woven design,,multicolor,daily,,zari woven,zari woven,default,no
25294,Sarees,10,,zari,small border,cream,party,,,zari woven,peacock,yes
25295,Sarees,10,,zari,small border,cream,party,,,zari woven,ethnic motif,yes
25296,Sarees,10,,woven design,,multicolor,daily,,,,,no
25297,Sarees,10,,zari,small border,white,party,,,zari woven,elephant,no
25298,Sarees,10,same as saree,woven design,big border,multicolor,party,jacquard,woven design,zari woven,,no
25299,Sarees,10,,temple border,small border,cream,party,,,zari woven,peacock,no
25300,Sarees,10,solid,zari,big border,green,traditional,tassels and latkans,same as saree,zari woven,elephant,no
25301,Sarees,10,same as saree,woven design,small border,multicolor,party,jacquard,woven design,zari woven,,no
25302,Sarees,10,,woven design,,multicolor,wedding,,,,,no
25303,Sarees,10,,zari,small border,cream,party,,,zari woven,default,no
25304,Sarees,10,,zari,small border,white,party,,,zari woven,peacock,yes
25305,Sarees,10,,zari,small border,white,party,,,zari woven,ethnic motif,no
25306,Sarees,10,,zari,small border,cream,party,,,zari woven,floral,yes
25307,Sarees,10,same as border,temple border,big border,yellow,daily,,zari woven,solid,solid,no
25308,Sarees,10,,zari,small border,cream,traditional,,,zari woven,peacock,yes
25309,Sarees,10,,temple border,small border,cream,traditional,,,zari woven,peacock,no
25310,Sarees,10,same as border,zari,big border,default,party,,zari woven,solid,solid,yes
25311,Sarees,10,,zari,small border,cream,party,,,zari woven,default,no
25312,Sarees,10,,zari,big border,default,traditional,,,zari woven,ethnic motif,no
25313,Sarees,10,same as saree,default,big border,yellow,traditional,,default,zari woven,default,no
25314,Sarees,10,,zari,small border,cream,traditional,,,zari woven,floral,no
25315,Sarees,10,,zari,small border,cream,traditional,,,zari woven,floral,yes
25316,Sarees,10,,woven design,big border,default,traditional,,,zari woven,ethnic motif,no
25317,Sarees,10,,zari,small border,cream,party,,,zari woven,peacock,no
25318,Sarees,10,same as saree,woven design,small border,multicolor,party,jacquard,woven design,zari woven,,no
25319,Sarees,10,same as saree,woven design,no border,multicolor,party,jacquard,woven design,zari woven,,no
25320,Sarees,10,,default,,default,wedding,,,default,default,no
25321,Sarees,10,same as saree,solid,big border,white,traditional,jacquard,same as saree,zari woven,default,no
25322,Sarees,10,same as saree,temple border,big border,default,party,,zari woven,solid,solid,no
25323,Sarees,10,,zari,small border,cream,party,,,zari woven,peacock,yes
25324,Sarees,10,same as saree,woven design,big border,multicolor,party,jacquard,woven design,zari woven,,no
25325,Sarees,10,,zari,small border,cream,party,,,zari woven,peacock,no
25326,Sarees,10,same as saree,zari,small border,cream,party,jacquard,woven design,zari woven,floral,no
25327,Sarees,10,,zari,small border,white,party,,,zari woven,peacock,yes
25328,Sarees,10,,temple border,small border,cream,party,,,zari woven,ethnic motif,no
25329,Sarees,10,,zari,big border,default,traditional,,,zari woven,ethnic motif,no
25330,Sarees,10,same as saree,woven design,big border,multicolor,party,jacquard,woven design,zari woven,,no
25331,Sarees,10,solid,,small border,,,default,,default,floral,yes
25332,Sarees,10,,zari,small border,default,party,,zari woven,zari woven,ethnic motif,no
25333,Sarees,10,same as saree,woven design,big border,multicolor,party,jacquard,woven design,zari woven,,no
25334,Sarees,10,,zari,,,,,,,default,
25335,Sarees,10,,woven design,,multicolor,daily,,,,,no
25336,Sarees,10,same as border,zari,big border,default,party,,zari woven,solid,solid,yes
25337,Sarees,10,same as saree,woven design,big border,multicolor,party,jacquard,woven design,zari woven,,no
25338,Sarees,10,same as border,,,,,,,,ethnic motif,no
25339,Sarees,10,solid,zari,big border,default,daily,,zari woven,solid,solid,no
25340,Sarees,10,,woven design,big border,default,traditional,,same as saree,zari woven,default,no
25341,Sarees,10,same as saree,woven design,big border,multicolor,party,jacquard,woven design,zari woven,,no
25342,Sarees,10,default,no border,no border,default,party,,zari woven,zari woven,default,no
25343,Sarees,10,same as saree,woven design,big border,multicolor,party,jacquard,woven design,zari woven,,no
25344,Sarees,10,same as saree,zari,small border,white,party,jacquard,woven design,zari woven,peacock,no
25345,Sarees,10,,zari,small border,white,party,,,zari woven,ethnic motif,yes
25346,Sarees,10,same as saree,woven design,small border,multicolor,party,jacquard,woven design,zari woven,applique,no
25347,Sarees,10,,default,,default,,,,,,no
25348,Sarees,10,,zari,small border,cream,party,,,zari woven,default,no
25349,Sarees,10,,zari,small border,cream,traditional,,,zari woven,peacock,yes
25350,Sarees,10,,zari,small border,white,party,,,zari woven,floral,no
25351,Sarees,10,,,,multicolor,,,,,,
25352,Sarees,10,same as saree,woven design,small border,default,traditional,,same as saree,default,default,no
25353,Sarees,10,,zari,small border,white,party,,,zari woven,ethnic motif,no
25354,Sarees,10,,temple border,small border,white,party,,,zari woven,peacock,no
25355,Sarees,10,same as border,temple border,big border,default,party,,zari woven,solid,solid,no
25356,Sarees,10,,woven design,,multicolor,traditional,,,,,no
25357,Sarees,10,default,zari,small border,default,party,,,zari woven,default,no
25358,Sarees,10,same as saree,woven design,big border,multicolor,party,jacquard,woven design,zari woven,,no
25359,Sarees,10,,zari,small border,cream,party,,,zari woven,peacock,no
25360,Sarees,10,,zari,small border,white,traditional,,,zari woven,ethnic motif,no
25361,Sarees,10,,zari,small border,white,party,,,zari woven,ethnic motif,no
25362,Sarees,10,,zari,small border,white,party,,,zari woven,elephant,no
25363,Sarees,10,,woven design,,multicolor,daily,,same as saree,default,default,no
25364,Sarees,10,,zari,small border,cream,party,,,zari woven,peacock,no
25365,Sarees,10,,zari,small border,cream,party,,,zari woven,peacock,yes
25366,Sarees,10,same as saree,zari,big border,navy blue,traditional,,same as saree,zari woven,ethnic motif,no
25367,Sarees,10,,woven design,,multicolor,wedding,,,,,no
25368,Sarees,10,same as saree,woven design,small border,multicolor,party,jacquard,woven design,zari woven,applique,no
25369,Sarees,10,,solid,small border,cream,party,,,woven design,floral,yes
25370,Sarees,10,same as saree,woven design,no border,multicolor,party,jacquard,woven design,zari woven,,no
25371,Sarees,10,,zari,small border,cream,party,,,zari woven,peacock,no
25372,Sarees,10,default,zari,small border,default,daily,,same as saree,default,default,no
25373,Sarees,10,,zari,small border,white,traditional,,,zari woven,peacock,no
